timestamp_s,lidar_cm,front_cm,left_cm,right_cm,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,label
0.245,63.4,400.0,391.0,400.0,0.774,0.195,0.661,-48.39,-1.49,-3.95,right_turn
0.754,67.2,400.0,404.8,400.0,0.822,0.389,0.627,-14.68,11.16,-24.73,right_turn
1.112,95.7,282.2,400.0,154.2,0.789,0.125,0.551,-14.22,-23.11,-49.06,right_turn
1.881,77.2,400.0,400.0,188.4,0.728,0.013,0.576,-15.74,-14.55,1.66,right_turn
1.881,65.4,400.0,400.0,146.0,0.898,0.451,0.595,-16.51,-1.9,-17.73,right_turn
2.247,95.6,400.0,400.0,122.3,0.724,0.208,0.544,-20.57,-4.85,-48.94,right_turn
3.255,103.7,400.0,400.0,77.5,0.758,0.044,0.574,-28.44,-21.88,-26.11,right_turn
3.256,63.1,400.0,400.0,154.6,0.874,0.498,0.553,-15.33,-1.23,-14.01,right_turn
3.567,77.4,93.0,400.0,115.6,0.778,0.287,0.516,-38.79,-6.87,-51.33,right_turn
4.153,99.6,80.2,400.0,103.3,0.733,0.052,0.505,-49.47,-32.51,-31.01,right_turn
4.746,62.5,106.0,400.0,98.9,0.902,0.488,0.633,-34.85,3.47,-14.17,right_turn
5.053,115.9,64.9,140.7,400.0,0.842,0.072,0.528,-24.53,-21.01,-44.17,right_turn
5.462,73.6,65.4,161.4,400.0,0.816,-0.012,0.561,-52.92,-35.58,-21.37,right_turn
6.025,63.8,67.9,176.2,400.0,0.764,0.232,0.901,-23.41,-6.66,1.32,right_turn
6.326,106.3,73.3,93.2,400.0,0.817,0.186,0.49,-32.82,-5.57,-65.29,right_turn
6.67,111.4,176.3,107.4,400.0,0.829,-0.03,0.603,-52.04,-30.32,-44.44,right_turn
7.03,67.5,400.0,120.7,400.0,0.627,-0.435,-0.202,82.92,29.38,-0.3,right_turn
7.392,66.8,400.0,132.9,400.0,0.782,0.291,0.548,-4.09,13.99,-25.49,right_turn
7.768,93.0,400.0,221.5,400.0,0.86,0.099,0.532,-25.95,-10.68,-59.86,right_turn
8.17,87.6,400.0,384.0,247.5,0.721,-0.098,0.46,-55.66,-25.22,-46.78,right_turn
8.582,63.9,400.0,400.0,400.0,0.766,-0.066,0.835,-3.85,-1.6,-0.46,right_turn
8.995,87.0,400.0,400.0,400.0,0.764,0.115,0.509,-16.95,9.79,-56.56,right_turn
9.391,92.4,250.0,400.0,400.0,0.825,-0.065,0.546,-32.62,-22.74,-47.09,right_turn
9.803,64.1,400.0,400.0,400.0,0.763,-0.019,0.665,-19.91,2.72,1.98,right_turn
10.176,69.9,400.0,400.0,160.6,0.805,0.043,0.708,-2.75,15.84,-20.49,right_turn
10.546,102.3,400.0,400.0,152.6,0.589,-0.158,0.521,-27.96,-8.64,-34.4,right_turn
10.923,63.6,400.0,400.0,176.3,1.002,-0.084,0.248,19.7,6.92,8.15,right_turn
11.294,61.2,400.0,400.0,163.0,0.823,-0.181,0.508,20.94,-5.33,2.7,right_turn
11.664,63.4,400.0,400.0,144.5,0.779,0.153,0.664,-48.91,21.48,-38.86,right_turn
12.03,93.0,400.0,400.0,131.5,0.881,0.026,0.49,-17.74,-1.77,-54.21,right_turn
12.403,86.2,400.0,253.9,212.8,0.748,-0.08,0.542,-49.86,-15.89,-32.71,right_turn
12.748,65.4,181.3,400.0,210.7,0.771,0.042,0.604,-74.47,-2.11,-6.31,right_turn
13.071,66.6,75.7,400.0,192.1,0.833,0.166,0.647,-8.98,11.56,-28.05,right_turn
13.39,93.1,73.8,400.0,164.7,0.694,0.09,0.548,-33.85,5.02,-42.55,right_turn
