timestamp_s,lidar_cm,front_cm,left_cm,right_cm,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,label
0.183,30.9,29.5,72.7,83.8,0.821,0.01,0.598,-12.07,0.3,-0.56,step_up
0.418,30.5,30.3,72.8,84.2,0.812,-0.034,0.599,-12.4,0.65,-1.28,step_up
0.689,30.3,30.7,73.9,82.8,0.915,-0.093,0.53,19.17,-7.25,-3.64,step_up
0.925,32.5,34.1,77.3,79.3,0.723,-0.086,0.528,-20.02,10.63,-9.61,step_up
1.215,32.3,31.0,80.3,400.0,0.834,0.606,-2.0,-119.21,70.66,4.27,step_up
1.453,30.8,46.2,70.1,81.1,0.821,-0.151,0.561,25.18,9.2,26.67,step_up
1.689,31.2,37.7,63.2,89.2,0.887,0.112,0.42,-35.67,-8.05,23.52,step_up
1.923,30.3,36.9,64.9,74.8,0.893,0.151,0.613,-58.31,4.14,-22.66,step_up
2.158,31.4,46.3,73.2,69.4,0.818,-0.158,0.501,-80.72,-7.19,-22.94,step_up
2.395,23.8,44.2,72.1,73.5,0.756,-0.033,0.526,-2.54,-9.44,11.85,step_up
2.633,20.5,43.1,71.8,74.0,1.368,-0.188,0.126,10.22,5.92,-6.32,step_up
2.865,19.7,27.7,72.2,72.7,0.813,0.05,0.643,3.3,-12.42,1.22,step_up
3.096,19.0,19.5,71.4,71.9,0.86,0.042,0.546,5.76,-18.83,9.79,step_up
3.331,18.3,41.0,71.2,71.5,0.902,0.023,0.49,7.33,-21.27,4.68,step_up
4.044,17.5,32.2,71.2,70.5,0.96,0.092,0.291,-0.21,-23.79,10.83,step_up
4.045,16.9,17.5,70.6,70.2,0.985,-0.088,0.299,0.05,-24.66,7.24,step_up
4.509,17.4,31.4,71.0,71.6,1.043,0.011,0.097,-0.09,-4.77,5.5,step_up
4.51,16.0,30.5,71.9,73.2,1.039,-0.01,0.328,-3.49,-14.65,0.24,step_up
4.742,15.6,29.4,72.2,73.6,1.044,-0.325,0.208,-44.95,-7.94,-2.23,step_up
4.974,14.5,20.7,72.9,72.7,1.047,-0.029,-0.069,-147.15,-7.69,-0.69,step_up
5.209,14.4,33.4,72.6,72.2,1.166,0.115,0.544,124.91,-23.4,-10.2,step_up
5.442,16.2,29.4,73.8,69.8,1.019,-0.009,0.038,3.72,25.9,-17.92,step_up
5.674,16.2,29.0,73.7,62.2,1.149,-0.326,-0.037,-8.4,2.2,10.23,step_up
6.138,13.6,28.9,72.5,61.6,1.163,-0.073,-0.085,-12.1,1.71,-2.53,step_up
6.14,12.3,29.3,71.6,66.2,0.79,-0.048,0.011,-3.5,2.67,2.29,step_up
6.372,12.5,20.6,71.9,73.3,1.288,-0.063,-0.071,-23.63,0.46,3.56,step_up
6.604,17.2,30.5,70.2,70.3,1.201,-0.082,-0.134,-39.61,1.33,0.11,step_up
6.836,32.7,29.7,73.1,68.8,0.953,0.006,0.27,23.73,-0.33,-9.0,step_up
7.664,41.0,34.6,77.4,70.3,0.853,-0.096,-0.042,-13.7,13.12,-8.37,step_up
7.665,26.1,21.2,78.2,74.7,0.973,0.035,0.128,-14.58,9.78,0.34,step_up
7.897,17.8,16.7,79.3,74.5,2.0,0.296,0.914,1.69,-7.28,14.53,step_up
8.129,15.7,16.8,81.0,76.6,1.082,-0.012,0.129,-3.71,4.92,2.4,step_up
