timestamp_s,lidar_cm,front_cm,left_cm,right_cm,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,label
0.064,30.9,400.0,283.9,400.0,1.062,0.026,-0.081,-6.9,2.85,0.06,stop
0.457,31.4,400.0,315.3,400.0,1.06,0.018,0.002,-33.89,5.95,4.58,stop
0.851,31.7,400.0,317.3,400.0,1.055,-0.034,0.024,-7.09,0.52,-0.12,stop
1.245,31.6,400.0,316.5,400.0,1.06,-0.019,0.006,2.11,-1.44,-2.05,stop
1.64,31.4,400.0,314.7,400.0,1.062,-0.008,-0.011,16.76,-3.63,-2.5,stop
2.028,31.0,400.0,282.4,400.0,1.064,0.018,-0.042,18.04,-3.79,-1.66,stop
2.408,30.4,400.0,235.5,400.0,1.059,0.021,-0.063,1.56,-1.8,-0.42,stop
2.786,30.4,400.0,224.5,400.0,1.062,0.023,-0.084,-0.42,0.82,0.7,stop
3.175,30.6,400.0,288.5,400.0,1.066,0.023,-0.069,-6.95,2.4,1.47,stop
3.569,30.9,400.0,323.9,400.0,1.064,0.006,-0.032,-49.98,8.72,3.55,stop
3.965,31.6,400.0,326.0,400.0,1.048,-0.072,0.032,-17.33,3.2,2.35,stop
4.359,31.4,400.0,325.3,400.0,1.057,-0.075,0.028,13.6,-4.37,-0.84,stop
4.748,31.0,400.0,293.6,400.0,1.06,0.088,0.0,30.53,-3.77,-2.97,stop
5.142,30.9,400.0,317.3,400.0,1.062,-0.015,-0.066,2.09,-2.05,0.73,stop
5.521,30.1,400.0,233.8,400.0,1.067,0.0,-0.072,1.25,-0.04,-1.24,stop
5.9,30.7,400.0,233.1,400.0,1.064,-0.017,-0.054,-4.58,4.02,-0.99,stop
6.28,30.7,400.0,232.2,400.0,1.061,0.004,-0.034,-4.25,6.11,0.76,stop
6.658,31.6,400.0,233.1,400.0,1.061,-0.053,0.026,-17.92,4.01,1.83,stop
7.037,32.1,400.0,232.7,400.0,1.058,-0.044,0.018,0.6,0.15,-0.12,stop
7.416,31.6,400.0,233.5,400.0,1.057,-0.035,0.015,-0.38,0.2,0.34,stop
7.805,31.7,400.0,295.5,400.0,1.058,0.005,0.018,-34.85,2.44,-0.38,stop
8.199,31.8,400.0,324.9,400.0,1.056,-0.046,0.032,-3.95,-2.27,-2.27,stop
8.592,31.2,400.0,324.8,400.0,1.062,-0.071,-0.013,-1.92,-2.91,2.33,stop
8.981,30.6,400.0,295.7,400.0,1.065,0.151,0.251,29.61,-3.6,-6.43,stop
9.361,30.4,400.0,235.9,400.0,1.067,-0.046,-0.211,23.33,-5.6,0.54,stop
9.74,30.2,400.0,229.0,400.0,1.065,-0.031,-0.11,4.6,3.02,0.11,stop
10.118,30.6,400.0,228.2,400.0,1.06,-0.048,-0.043,5.03,-0.7,0.48,stop
10.497,30.5,400.0,226.6,400.0,1.062,-0.1,-0.04,-5.97,-0.99,0.28,stop
10.876,30.3,400.0,227.3,400.0,1.06,-0.043,-0.062,2.2,1.35,-0.18,stop
11.255,30.5,400.0,230.3,400.0,1.067,0.03,-0.072,-3.46,4.19,0.37,stop
11.633,30.7,400.0,228.9,400.0,1.06,-0.024,-0.097,0.37,-0.37,-1.66,stop
12.011,30.8,400.0,231.4,400.0,1.054,-0.233,-0.136,-34.2,10.21,-5.34,stop
12.39,31.7,400.0,230.5,400.0,1.058,0.011,0.01,-0.2,2.6,-2.6,stop
12.769,31.7,400.0,231.0,400.0,1.063,0.012,0.006,-1.98,1.36,-2.37,stop
13.148,31.9,400.0,237.3,400.0,1.054,-0.001,0.029,-6.18,3.05,0.3,stop
13.527,32.2,400.0,233.2,400.0,1.057,-0.001,0.04,-4.95,1.94,2.62,stop
13.921,32.5,400.0,322.5,400.0,1.058,-0.016,0.042,-20.6,-3.27,-1.98,stop
14.314,32.0,400.0,323.1,400.0,1.058,-0.016,0.027,-18.27,0.0,-2.4,stop
14.708,32.1,400.0,323.5,400.0,1.048,-0.154,0.21,-22.38,1.59,-0.27,stop
15.102,31.5,400.0,323.9,400.0,1.057,-0.066,0.003,11.61,-2.66,3.62,stop
15.483,31.5,400.0,240.1,400.0,1.06,-0.039,-0.011,26.69,-3.64,-1.15,stop
15.872,31.1,400.0,292.3,400.0,1.058,-0.027,-0.013,-7.2,0.29,0.86,stop
16.266,31.1,400.0,322.9,400.0,1.058,-0.018,-0.002,-5.59,1.61,-1.39,stop
16.645,31.2,400.0,236.1,400.0,1.061,0.006,0.018,-0.15,0.34,-3.94,stop
17.034,31.2,400.0,293.8,400.0,1.058,0.033,-0.029,5.87,-0.45,-4.09,stop
17.428,31.2,400.0,323.1,400.0,1.066,0.104,-0.01,-0.08,0.49,0.26,stop
17.806,31.4,400.0,230.7,400.0,1.057,-0.062,-0.016,-4.39,-1.9,1.5,stop
18.184,31.0,400.0,229.6,400.0,1.056,-0.047,-0.083,2.4,-1.71,-3.67,stop
18.564,30.8,400.0,240.7,400.0,1.063,0.052,-0.047,15.61,0.04,-4.14,stop
18.952,30.6,400.0,288.4,400.0,1.062,0.11,-0.037,-9.63,4.85,5.11,stop
19.331,31.4,400.0,231.9,400.0,1.058,0.004,0.013,-59.6,2.2,5.27,stop
19.71,31.3,400.0,231.1,400.0,1.075,0.032,-0.135,6.92,0.95,-0.65,stop
20.09,31.4,400.0,238.6,400.0,1.062,0.02,-0.024,15.3,-0.61,-0.22,stop
20.469,31.3,400.0,230.9,400.0,1.054,0.006,0.041,3.63,0.56,0.84,stop
20.846,31.2,400.0,220.8,400.0,1.057,-0.006,-0.015,-5.37,-1.85,-0.37,stop
21.225,30.9,400.0,235.4,400.0,1.056,0.02,-0.016,-6.77,-0.34,-2.54,stop
21.612,31.2,400.0,293.5,400.0,1.062,0.041,-0.01,-3.37,0.69,1.88,stop
22.006,31.2,400.0,321.6,400.0,1.055,-0.074,-0.053,-4.44,-0.18,-0.81,stop
22.399,31.3,400.0,322.2,400.0,1.062,0.07,-0.055,2.42,2.21,-3.22,stop
22.779,31.2,400.0,240.2,400.0,1.062,0.042,-0.019,-5.79,-0.69,1.37,stop
23.173,30.9,400.0,322.4,400.0,1.062,-0.066,-0.042,-8.34,-0.1,1.8,stop
23.566,31.1,400.0,322.7,400.0,1.063,-0.005,-0.075,2.6,1.44,-2.15,stop
23.944,31.4,400.0,236.2,400.0,1.056,0.052,0.116,10.59,2.73,-1.15,stop
24.338,31.6,400.0,322.6,400.0,1.06,-0.006,-0.007,-3.03,0.44,-0.64,stop
25.124,31.6,400.0,322.6,400.0,1.064,0.008,0.013,0.35,-0.59,0.01,stop
25.125,31.3,400.0,322.6,400.0,1.057,-0.003,-0.01,1.63,-0.73,-1.45,stop
25.517,31.3,400.0,322.0,400.0,1.061,0.052,-0.037,-3.89,-0.41,1.13,stop
25.91,31.4,400.0,322.3,400.0,1.059,-0.018,-0.031,-2.4,0.21,2.5,stop
26.303,31.0,400.0,321.9,400.0,1.058,-0.015,-0.047,-0.06,0.45,-1.97,stop
26.681,31.2,400.0,235.5,400.0,1.061,0.057,-0.031,-4.52,0.57,-1.22,stop
27.074,31.1,400.0,321.6,400.0,1.052,-0.014,-0.008,-2.16,-0.06,-2.85,stop
27.467,31.0,400.0,321.9,400.0,1.055,-0.015,-0.01,1.51,-1.52,-0.89,stop
28.238,30.8,400.0,294.9,400.0,1.065,0.022,-0.007,-3.6,1.08,0.11,stop
