timestamp_s,lidar_cm,front_cm,left_cm,right_cm,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,label
0.621,67.9,60.0,400.0,400.0,0.582,0.355,0.764,4.16,9.98,13.37,left_turn
0.993,70.2,163.7,419.8,400.0,0.789,0.506,0.71,24.42,22.75,43.1,left_turn
1.328,70.4,76.6,332.1,252.1,0.821,0.093,0.067,27.02,13.41,33.95,left_turn
1.782,69.6,201.5,273.7,400.0,0.908,0.502,0.727,44.62,21.22,55.75,left_turn
2.251,67.2,225.5,400.0,152.2,1.206,-0.172,0.917,70.24,34.9,88.02,left_turn
2.7,71.6,135.1,400.0,66.0,0.805,0.016,0.487,26.01,14.15,43.52,left_turn
3.131,69.8,90.5,400.0,221.0,0.612,0.832,0.699,17.64,13.43,34.31,left_turn
3.568,70.6,98.6,400.0,250.2,0.771,-1.064,0.257,8.27,17.12,51.02,left_turn
3.984,68.4,73.1,400.0,154.9,0.696,0.556,0.481,22.67,17.95,40.71,left_turn
4.445,69.4,90.2,400.0,400.0,0.854,0.724,0.637,51.26,21.93,58.82,left_turn
4.893,70.0,88.6,400.0,281.3,0.787,0.935,0.585,46.04,19.05,43.68,left_turn
5.356,67.9,74.9,400.0,202.0,1.155,0.306,0.517,72.93,32.93,60.96,left_turn
5.844,70.5,248.9,400.0,400.0,0.706,0.007,0.494,31.83,15.17,39.34,left_turn
6.309,67.6,126.9,375.6,400.0,0.555,0.397,0.869,41.11,28.39,57.9,left_turn
6.752,70.3,153.2,269.6,400.0,0.719,0.441,0.772,54.44,26.05,69.91,left_turn
7.161,68.4,103.5,216.4,62.2,1.061,0.351,0.55,44.46,17.59,52.45,left_turn
7.614,70.1,54.7,400.0,400.0,0.959,0.089,0.426,73.59,23.55,72.34,left_turn
8.08,68.1,133.6,400.0,339.2,0.806,-0.423,0.704,44.37,18.27,47.18,left_turn
8.519,67.4,97.4,400.0,262.8,0.668,0.302,0.852,24.04,21.28,44.68,left_turn
8.962,68.0,91.1,400.0,287.0,0.694,-0.359,0.54,40.52,25.34,54.56,left_turn
9.409,69.2,154.2,400.0,243.9,0.651,0.037,0.562,52.15,12.06,38.48,left_turn
9.851,67.4,86.7,400.0,241.1,0.714,1.066,0.507,18.58,12.15,32.38,left_turn
10.314,69.0,105.4,400.0,400.0,0.805,0.189,0.268,24.98,22.02,51.89,left_turn
10.779,71.0,129.0,400.0,400.0,0.729,0.747,0.705,38.26,11.82,41.33,left_turn
11.24,69.5,94.9,400.0,400.0,0.765,0.19,0.395,30.11,18.54,44.44,left_turn
11.672,71.0,85.6,384.9,270.1,0.679,-0.031,0.511,46.69,17.21,55.96,left_turn
12.105,68.6,75.6,285.6,400.0,0.776,0.353,0.588,46.44,17.89,50.13,left_turn
