timestamp_s,lidar_cm,front_cm,left_cm,right_cm,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,label
0.407,59.3,400.0,161.1,150.9,0.895,0.117,0.641,1.37,4.47,0.93,walking
1.008,66.3,400.0,156.6,155.4,0.748,0.114,0.717,23.33,25.99,-7.31,walking
1.361,75.5,400.0,152.7,167.7,0.871,0.264,0.555,-5.77,-20.3,22.94,walking
1.726,86.5,400.0,153.1,400.0,0.735,0.205,0.46,0.68,19.94,-8.44,walking
2.445,69.3,284.5,151.3,400.0,1.506,1.036,2.0,227.3,-3.43,-7.71,walking
3.196,199.6,400.0,225.7,400.0,0.61,0.325,0.486,-81.82,-36.27,-43.61,walking
3.858,62.5,400.0,400.0,400.0,0.927,0.524,0.763,-47.45,4.75,0.91,walking
4.521,83.0,400.0,400.0,400.0,0.727,0.188,0.775,47.95,42.52,19.2,walking
5.893,184.5,400.0,192.0,400.0,0.689,0.331,0.436,15.65,3.15,39.33,walking
5.894,98.0,400.0,213.7,75.7,0.741,0.223,0.349,-53.08,-7.13,-19.15,walking
6.636,123.1,400.0,252.7,400.0,0.686,0.401,0.459,-14.02,1.18,-37.0,walking
7.299,66.6,400.0,400.0,400.0,0.74,-0.996,-0.573,51.89,7.44,-35.95,walking
7.927,60.3,400.0,400.0,105.0,0.896,0.698,0.495,98.4,1.82,4.06,walking
8.687,164.2,400.0,299.3,400.0,0.754,0.093,0.573,44.84,20.38,43.21,walking
9.404,85.4,186.3,255.3,400.0,0.878,0.491,0.484,21.38,-9.94,24.31,walking
10.157,70.5,273.8,400.0,400.0,0.733,-0.222,0.646,70.44,2.32,12.69,walking
10.892,247.5,400.0,400.0,174.6,0.597,0.017,0.529,-77.58,-11.05,-48.73,walking
11.262,114.0,400.0,400.0,155.4,0.693,0.31,0.465,28.54,20.38,-29.91,walking
11.836,94.9,154.5,307.4,153.5,0.884,0.187,0.512,-31.34,-48.34,-0.77,walking
12.249,135.2,400.0,400.0,400.0,0.678,0.159,0.604,40.21,28.56,36.24,walking
13.013,131.0,221.3,400.0,400.0,0.726,0.321,0.488,-2.25,12.83,41.02,walking
13.736,69.8,207.7,312.4,400.0,0.758,0.111,0.674,-3.23,17.44,-3.99,walking
14.475,80.3,194.0,400.0,400.0,0.822,0.346,0.74,20.43,22.82,-4.69,walking
15.188,270.4,400.0,252.8,222.1,0.714,0.094,0.605,-39.79,-27.18,-57.4,walking
15.792,81.9,400.0,254.8,213.3,0.681,0.11,0.576,-15.74,8.13,-10.23,walking
16.347,66.5,114.7,239.8,230.8,0.838,0.095,0.281,17.74,-1.89,-0.25,walking
17.087,165.5,400.0,232.0,400.0,0.757,0.153,0.537,31.05,28.37,51.98,walking
17.682,86.6,71.7,359.2,400.0,0.857,0.231,0.629,22.7,-22.1,31.4,walking
18.289,64.7,127.3,351.9,400.0,0.514,0.454,1.945,143.89,-9.99,4.44,walking
18.897,116.8,111.0,385.1,400.0,0.721,0.264,0.543,22.92,6.38,-51.43,walking
19.354,138.4,400.0,190.6,307.9,0.836,0.06,0.526,-40.55,-20.8,-68.46,walking
19.929,64.9,166.8,218.3,301.1,0.789,0.225,0.618,83.01,27.89,0.98,walking
20.67,106.7,388.9,400.0,209.9,0.723,0.06,0.47,-42.19,-6.89,-24.63,walking
21.44,137.0,377.6,400.0,400.0,0.688,-0.035,0.636,28.18,27.77,49.6,walking
