timestamp_s,lidar_cm,front_cm,left_cm,right_cm,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,label
0.262,54.8,400.0,88.8,400.0,0.846,0.11,0.554,11.57,0.31,0.21,walking
0.618,52.8,400.0,87.2,400.0,0.844,0.209,0.476,-22.46,2.08,1.79,walking
0.973,54.1,400.0,88.5,400.0,0.845,0.264,0.628,-11.13,-0.52,1.44,walking
1.426,53.4,400.0,75.8,400.0,0.847,0.052,0.604,14.51,9.07,12.43,walking
2.104,67.0,205.3,59.4,400.0,0.786,0.188,0.494,5.31,7.75,16.73,walking
2.516,60.0,145.5,71.1,400.0,0.884,0.277,0.481,-36.92,-8.39,-31.81,walking
3.103,58.3,62.8,88.6,400.0,0.679,-0.089,0.509,6.19,2.08,2.86,walking
3.552,76.5,400.0,65.6,400.0,0.819,0.08,0.384,8.44,3.21,40.79,walking
4.104,57.9,109.9,61.0,400.0,0.969,0.169,0.548,-8.37,-0.85,7.34,walking
4.813,90.6,400.0,116.4,328.6,0.753,-0.039,0.498,-0.02,3.72,-53.9,walking
5.168,60.8,400.0,116.0,335.8,0.817,0.008,0.67,0.27,-4.94,10.76,walking
5.523,68.6,400.0,101.1,400.0,0.834,0.116,0.498,9.37,9.89,37.44,walking
5.88,67.6,400.0,90.4,400.0,0.825,0.093,0.474,35.5,-8.36,21.19,walking
6.234,59.3,400.0,100.5,360.0,0.781,0.272,0.679,-13.08,4.53,-6.77,walking
6.592,81.1,400.0,127.7,321.0,0.792,0.044,0.53,-1.4,6.64,-37.83,walking
6.951,83.1,400.0,148.5,310.4,0.828,0.021,0.573,-25.36,-26.4,-21.27,walking
7.317,61.8,400.0,140.3,400.0,0.617,-0.117,0.74,0.38,8.47,0.5,walking
7.675,81.6,400.0,116.7,400.0,0.787,0.087,0.497,19.09,11.08,24.3,walking
8.296,73.7,400.0,97.9,140.9,0.86,0.157,0.525,21.04,-3.33,36.32,walking
8.66,73.9,400.0,136.0,400.0,0.823,0.2,0.464,9.92,18.68,-50.44,walking
9.026,91.2,400.0,158.2,400.0,0.785,-0.045,0.552,-21.13,-34.37,-17.44,walking
9.75,64.0,400.0,143.3,400.0,0.645,0.042,0.634,-17.61,9.37,17.66,walking
9.751,78.3,400.0,112.9,400.0,0.834,0.125,0.473,5.19,1.37,27.71,walking
10.209,67.7,400.0,104.1,400.0,0.866,0.188,0.493,0.4,-11.51,35.42,walking
10.575,69.3,400.0,146.2,400.0,0.817,0.073,0.521,-3.56,15.84,-44.59,walking
11.297,86.9,287.5,169.6,400.0,0.816,-0.097,0.462,-22.49,-32.68,-30.32,walking
11.667,78.3,400.0,171.4,400.0,0.819,0.054,0.493,16.76,0.03,29.44,walking
12.249,64.2,116.1,148.1,400.0,0.915,0.113,0.592,9.57,-16.34,22.64,walking
12.623,78.3,400.0,192.7,400.0,0.777,-0.025,0.473,0.69,0.63,-33.56,walking
13.339,63.9,225.9,203.4,400.0,0.311,-1.292,1.563,-84.92,-2.61,-8.99,walking
13.72,71.1,400.0,244.0,400.0,0.86,0.09,0.432,-6.69,1.26,19.22,walking
14.329,58.0,400.0,257.7,242.7,0.825,0.129,0.643,-25.27,-5.4,2.28,walking
14.7,77.0,400.0,339.6,242.4,0.82,-0.087,0.446,-19.21,-11.85,-20.59,walking
15.422,59.5,304.2,297.0,245.1,0.609,-0.398,0.359,-19.77,-8.02,7.57,walking
15.806,69.7,400.0,264.9,340.9,1.018,-0.079,0.439,14.97,0.97,22.87,walking
16.184,58.9,400.0,270.0,263.3,0.81,0.315,0.648,29.12,-0.27,-6.57,walking
16.561,76.6,400.0,306.0,291.3,0.812,0.078,0.5,-13.55,8.65,-37.63,walking
17.155,71.8,62.3,325.9,203.2,0.917,-0.071,0.55,-33.97,-29.89,-14.76,walking
17.818,65.1,400.0,305.1,232.1,0.769,0.026,0.591,10.08,4.79,21.79,walking
18.486,58.6,400.0,342.9,198.9,0.851,0.043,0.625,-19.12,-2.6,3.75,walking
19.099,87.3,151.6,373.2,233.5,0.827,-0.105,0.487,-4.53,-20.55,-37.31,walking
19.736,64.4,400.0,336.2,154.2,0.819,-0.07,0.553,37.75,11.42,36.53,walking
20.963,58.1,400.0,377.9,142.3,0.761,0.148,0.707,3.31,-0.33,-6.15,walking
20.964,78.2,61.1,391.9,82.3,0.935,-0.238,0.53,-15.19,-23.84,-31.2,walking
21.6,67.6,400.0,355.7,117.8,0.757,-0.127,0.656,14.5,6.63,22.73,walking
22.048,60.1,400.0,296.3,141.5,0.73,0.118,0.66,4.6,-2.31,-10.66,walking
22.694,73.8,400.0,400.0,121.7,0.833,-0.134,0.481,3.48,7.27,-38.63,walking
23.101,61.0,400.0,369.6,400.0,0.737,-0.161,0.67,9.48,9.5,27.8,walking
23.513,73.0,400.0,400.0,400.0,0.807,0.003,0.465,10.06,3.97,24.76,walking
23.926,59.9,400.0,400.0,400.0,0.743,0.082,0.684,-13.09,4.15,-4.24,walking
24.34,81.5,400.0,400.0,400.0,0.786,-0.142,0.444,-16.08,7.61,-40.44,walking
24.983,65.7,56.2,400.0,400.0,0.673,0.095,1.886,43.82,13.76,15.33,walking
25.386,64.5,400.0,326.1,400.0,0.927,0.042,0.449,19.92,4.05,21.96,walking
25.783,60.6,400.0,364.9,400.0,0.723,0.221,0.77,-37.11,9.11,-12.8,walking
26.555,101.1,400.0,400.0,400.0,0.748,-0.084,0.428,-12.24,-2.73,-31.21,walking
26.968,77.0,400.0,400.0,400.0,0.825,-0.058,0.587,12.35,12.13,21.74,walking
27.647,89.2,400.0,401.3,174.4,0.853,0.061,0.456,27.98,-10.71,30.98,walking
28.051,67.7,400.0,371.5,400.0,0.736,0.021,0.518,5.86,17.27,-31.89,walking
28.82,76.8,378.3,401.3,400.0,0.81,-0.054,0.567,-5.66,-19.57,-23.48,walking
29.231,87.8,400.0,365.4,400.0,0.764,-0.0,0.488,22.92,-5.2,29.53,walking
29.644,59.4,400.0,400.0,400.0,0.882,0.164,0.803,-8.24,-9.56,10.66,walking
30.049,81.3,400.0,400.0,260.2,0.704,-0.038,0.467,-26.96,0.71,-38.66,walking
30.662,59.7,104.9,400.0,400.0,0.843,-0.122,0.175,47.5,-3.42,-5.63,walking
31.329,78.6,400.0,372.5,118.1,0.812,0.087,0.446,10.47,-0.08,34.15,walking
31.742,65.7,400.0,400.0,400.0,0.854,0.116,0.586,-11.02,17.48,-30.34,walking
32.497,71.8,276.5,400.0,400.0,0.886,-0.125,0.539,-0.07,-14.53,-40.35,walking
33.26,96.4,339.2,400.0,400.0,0.84,-0.045,0.437,6.14,-1.49,39.58,walking
33.674,72.6,400.0,400.0,400.0,0.756,0.024,0.497,15.0,16.76,-39.47,walking
34.428,75.3,288.4,400.0,400.0,1.033,-0.161,0.57,-48.03,-21.28,-28.34,walking
35.159,102.7,255.9,400.0,68.7,0.77,0.039,0.538,21.3,-6.34,31.1,walking
35.529,72.2,223.7,340.3,400.0,0.74,0.071,0.51,-23.89,3.25,-47.34,walking
36.132,66.6,119.8,349.4,400.0,0.937,-0.059,0.55,-31.52,-21.69,-31.93,walking
36.715,68.9,175.0,321.2,250.9,0.779,0.04,0.502,22.55,14.04,41.85,walking
37.424,60.4,263.6,400.0,147.1,0.737,0.34,0.66,-71.63,-6.01,8.1,walking
37.958,62.2,103.5,262.8,98.4,0.782,-0.188,0.801,56.45,-11.57,-24.25,walking
38.373,71.5,400.0,139.1,103.0,0.727,0.125,0.502,20.08,-5.73,40.79,walking
38.902,59.6,180.5,139.9,114.0,0.847,0.264,0.695,8.08,-1.02,17.02,walking
39.313,80.0,400.0,159.0,68.8,0.81,-0.023,0.552,-15.4,-17.76,-40.2,walking
39.716,57.9,400.0,124.2,67.7,0.729,-0.06,0.853,-9.43,7.73,3.27,walking
40.238,93.9,148.6,123.5,110.7,0.777,0.175,0.446,22.21,3.06,38.97,walking
40.744,61.4,107.0,96.8,108.5,0.576,0.115,0.673,72.52,5.5,-2.18,walking
41.41,97.3,400.0,123.3,60.0,0.787,-0.029,0.438,-36.23,-24.47,-47.26,walking
41.854,67.0,400.0,74.9,244.6,0.818,0.038,0.538,36.98,21.14,52.02,walking
42.377,76.9,65.2,75.6,249.8,0.824,0.185,0.508,31.07,-14.95,29.2,walking
42.82,84.8,400.0,73.6,193.7,0.814,0.122,0.49,-26.37,12.47,-50.77,walking
43.278,87.8,400.0,109.7,400.0,0.983,-0.046,0.567,-33.94,-30.68,-37.72,walking
43.698,67.1,400.0,89.4,178.8,0.797,-0.06,0.604,37.09,28.34,41.41,walking
44.371,82.9,233.5,62.5,232.4,0.822,0.118,0.469,45.02,-9.31,41.73,walking
44.782,90.4,400.0,93.2,138.6,0.723,0.114,0.519,-41.16,-1.27,-53.37,walking
45.33,75.8,57.6,116.5,152.6,0.853,-0.072,0.536,-43.15,-30.05,-23.85,walking
46.052,77.6,400.0,96.7,145.4,0.738,0.034,0.522,34.39,17.5,40.8,walking
46.052,84.2,400.0,84.6,141.1,0.864,0.187,0.473,10.66,-5.11,42.76,walking
46.619,61.3,400.0,107.3,155.0,0.704,0.313,0.671,-47.97,0.76,-25.31,walking
47.219,79.4,400.0,165.6,119.1,0.912,-0.042,0.532,-31.69,-25.53,-32.05,walking
47.54,74.9,400.0,113.5,168.3,0.804,0.048,0.472,52.91,28.4,43.28,walking
48.21,89.6,334.6,109.1,166.1,0.852,0.216,0.421,14.6,-10.34,50.16,walking
48.804,82.2,400.0,109.4,142.6,0.779,0.133,0.466,-20.08,-2.65,-47.79,walking
49.373,59.1,400.0,117.8,146.7,0.678,-0.09,0.847,-37.36,4.25,25.95,walking
50.035,85.6,251.9,88.3,215.4,0.835,0.152,0.413,39.7,-7.26,41.52,walking
50.364,82.7,400.0,138.1,188.7,0.748,0.097,0.51,-28.14,1.78,-40.84,walking
50.69,83.8,400.0,144.8,166.2,0.922,0.059,0.519,-19.98,-26.55,-33.34,walking
51.263,59.7,400.0,105.9,185.7,0.542,0.021,0.784,-4.9,4.93,1.86,walking
