timestamp_s,lidar_cm,front_cm,left_cm,right_cm,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,label
0.026,400.0,1.3,400.0,400.0,0.796,-0.221,0.607,-0.46,0.71,3.73,step_up
0.864,400.0,0.2,400.0,155.7,0.711,-0.274,0.561,-7.58,21.15,-23.29,step_up
1.631,400.0,1.3,108.1,302.1,0.767,-0.45,0.581,18.28,14.7,11.98,step_up
2.415,400.0,1.3,400.0,104.9,0.302,-0.443,-0.709,2.08,-0.18,42.71,step_up
3.158,400.0,1.0,81.3,55.1,0.757,-0.361,0.515,-37.62,9.3,-35.21,step_up
3.881,400.0,1.1,84.6,55.0,0.721,-0.109,0.373,45.9,5.6,35.98,step_up
4.623,400.0,1.1,86.2,54.6,0.905,-0.264,0.403,-2.3,-12.16,-1.05,step_up
5.368,400.0,0.7,88.2,57.3,0.991,-0.264,0.185,-5.21,-13.46,-0.08,step_up
6.11,400.0,0.4,88.0,48.1,1.026,-0.223,0.104,4.31,-6.95,-1.46,step_up
6.854,400.0,1.3,86.6,55.1,1.159,-0.213,-0.031,0.92,-19.79,1.95,step_up
7.575,400.0,0.3,86.8,59.3,0.837,-0.229,0.084,-9.73,32.96,5.84,step_up
8.321,400.0,2.4,83.4,61.8,0.999,-0.249,0.212,15.98,-13.12,-1.18,step_up
9.036,400.0,1.7,38.5,53.9,1.102,-0.235,0.114,-17.27,-5.27,-2.68,step_up
9.757,400.0,1.5,80.9,53.3,1.058,-0.088,-0.032,-12.24,-3.22,1.1,step_up
10.498,400.0,1.7,85.8,35.6,0.999,-0.135,-0.048,-3.5,3.33,-9.56,step_up
11.243,400.0,1.3,88.9,63.3,1.051,-0.165,0.195,2.54,12.14,7.06,step_up
11.988,400.0,0.4,83.7,60.0,0.949,-0.235,0.329,-2.27,2.02,0.53,step_up
12.734,400.0,1.9,78.8,55.6,0.951,-0.263,0.338,2.24,-6.67,-3.44,step_up
13.478,400.0,2.0,74.1,58.8,1.017,-0.191,0.197,-11.9,-5.16,3.69,step_up
14.245,400.0,0.3,79.2,36.4,1.024,-0.237,0.116,-7.92,-3.04,2.43,step_up
15.014,400.0,1.6,83.1,61.8,1.055,-0.287,0.244,12.93,19.27,-11.99,step_up
15.736,400.0,1.7,83.6,58.2,0.961,0.092,0.413,-8.82,13.61,0.56,step_up
16.482,400.0,2.0,84.0,58.8,0.894,-0.209,0.418,8.15,-1.76,3.4,step_up
17.227,400.0,1.2,81.6,55.5,0.937,-0.112,0.378,-3.44,-0.55,-2.27,step_up
17.973,400.0,0.5,79.7,56.6,0.942,-0.284,0.288,9.85,-2.58,2.27,step_up
18.683,400.0,1.6,17.6,56.7,0.942,-0.247,0.392,-0.71,15.57,-1.74,step_up
19.417,400.0,0.5,19.1,61.3,0.9,-0.244,0.21,6.88,6.66,-7.66,step_up
20.165,400.0,2.1,95.5,63.2,1.03,-0.32,0.296,-33.95,19.18,10.01,step_up
20.909,400.0,0.6,81.1,63.8,0.869,-0.234,0.501,33.52,-6.05,2.66,step_up
21.632,400.0,1.5,76.8,59.8,0.824,-0.269,0.621,-29.95,-6.3,-2.36,step_up
22.378,400.0,0.5,77.3,58.5,0.923,-0.319,0.399,-1.36,-7.79,6.3,step_up
23.651,400.0,1.0,63.3,72.2,0.964,-0.14,0.309,47.34,-3.66,-5.24,step_up
23.821,400.0,1.3,77.9,62.9,0.835,-0.446,0.441,-72.65,31.35,0.24,step_up
24.568,400.0,1.6,77.8,63.7,0.899,-0.363,0.3,-75.72,-12.73,-10.45,step_up
25.338,400.0,3.1,73.8,61.9,1.016,-0.238,0.005,-6.35,-13.34,-1.38,step_up
26.083,400.0,1.0,73.6,59.0,1.027,-0.286,0.021,-6.26,-1.24,1.08,step_up
26.83,400.0,1.8,73.6,58.4,1.035,-0.278,-0.023,0.33,0.14,1.72,step_up
27.552,400.0,1.3,77.0,63.2,1.097,-0.268,-0.052,-10.23,0.85,-4.27,step_up
28.274,400.0,0.4,84.5,69.1,0.886,-0.298,0.079,-1.81,34.26,-1.24,step_up
29.019,400.0,0.5,74.9,64.2,0.817,-0.346,0.21,-13.18,7.85,1.85,step_up
29.763,400.0,1.0,72.2,63.1,1.044,-0.302,0.248,-14.02,4.9,-0.37,step_up
30.507,400.0,2.1,71.8,62.5,0.987,-0.299,0.27,3.02,-18.34,-1.94,step_up
31.249,400.0,0.5,69.9,63.4,1.02,-0.257,0.036,-3.11,-9.79,-0.17,step_up
31.993,400.0,1.5,69.5,62.6,1.042,-0.249,-0.03,-16.48,4.94,-1.38,step_up
32.706,400.0,1.6,17.4,71.9,0.937,-0.294,0.108,55.79,-7.14,-4.74,step_up
33.479,400.0,0.1,74.0,72.8,0.948,-0.162,0.095,-0.1,17.05,1.39,step_up
34.227,400.0,0.8,73.2,71.5,0.96,-0.333,0.293,-11.66,1.98,-1.63,step_up
34.946,400.0,1.8,68.9,67.0,0.959,-0.233,0.428,6.46,-7.79,23.2,step_up
35.659,400.0,0.8,32.3,66.5,0.993,-0.247,0.187,-7.5,-7.27,-2.08,step_up
36.402,400.0,1.6,65.9,66.0,1.03,-0.227,0.01,-30.65,-2.54,-2.56,step_up
37.172,400.0,3.3,71.8,72.8,1.085,-0.1,0.188,33.47,-6.22,4.86,step_up
37.919,400.0,2.0,72.4,73.2,1.031,-0.189,0.022,-13.76,6.82,8.28,step_up
38.662,400.0,1.5,67.7,68.2,0.892,-0.363,0.08,3.79,6.27,19.56,step_up
39.408,400.0,1.2,73.5,62.4,0.942,-0.329,0.306,-11.76,-1.63,-1.7,step_up
40.152,400.0,1.5,71.7,62.0,0.985,-0.293,0.228,-1.56,-3.82,-2.69,step_up
40.895,400.0,2.2,71.4,62.8,1.2,-0.219,0.152,-20.51,0.24,9.79,step_up
41.643,400.0,1.4,81.0,74.6,0.971,-0.275,0.131,24.08,0.58,0.24,step_up
42.392,400.0,0.8,76.1,70.3,0.95,-0.309,0.521,18.74,0.82,3.17,step_up
43.137,400.0,3.3,64.8,69.2,0.939,-0.243,0.475,-23.63,-7.25,-3.34,step_up
43.88,400.0,2.0,72.2,61.3,0.981,-0.221,0.182,-11.17,-12.89,9.51,step_up
44.599,400.0,1.6,70.9,63.0,1.029,-0.241,0.017,-4.11,-5.77,-1.46,step_up
45.343,400.0,1.6,72.1,62.4,1.152,-0.236,-0.052,0.09,-4.43,-2.05,step_up
46.666,400.0,1.5,78.3,74.8,1.096,-0.212,0.001,2.55,5.32,4.1,step_up
46.862,400.0,0.8,67.1,74.5,0.991,-0.339,0.174,48.83,5.36,8.98,step_up
47.581,400.0,2.3,66.3,67.6,0.957,-0.256,0.217,-28.66,15.57,-20.13,step_up
48.324,400.0,1.7,71.2,62.8,0.978,-0.338,0.278,-5.77,-9.39,2.99,step_up
49.067,400.0,1.7,70.7,62.2,1.012,-0.286,0.089,-1.37,-8.88,-1.92,step_up
49.81,400.0,1.3,68.4,67.4,1.086,-0.279,-0.087,-51.7,-8.98,4.38,step_up
50.557,400.0,1.0,71.5,72.9,1.065,-0.266,-0.084,-7.19,-2.03,0.09,step_up
51.303,400.0,0.9,71.9,75.1,1.073,-0.293,-0.067,-16.21,-6.53,10.84,step_up
52.049,400.0,0.7,65.9,74.5,0.67,0.989,2.0,-27.85,25.21,69.92,step_up
52.771,400.0,1.0,69.5,69.6,0.976,-0.347,0.189,-33.67,25.27,-25.27,step_up
53.517,400.0,2.6,74.0,60.4,0.963,-0.394,0.112,0.22,-15.08,-5.78,step_up
54.262,400.0,0.7,68.9,59.7,1.017,-0.276,0.057,11.52,-7.82,0.18,step_up
55.011,400.0,1.2,74.1,69.7,0.999,-0.387,0.063,0.18,0.77,-3.6,step_up
