timestamp_s,lidar_cm,front_cm,left_cm,right_cm,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,label
0.572,64.1,400.0,277.5,111.8,0.767,0.264,0.459,18.56,0.53,1.53,walking
1.162,67.4,400.0,292.7,92.5,0.718,0.302,0.822,-22.43,25.84,-29.19,walking
1.879,102.8,400.0,400.0,67.2,0.874,0.158,0.82,-51.92,-34.11,-24.89,walking
2.518,69.6,400.0,400.0,75.2,0.956,0.115,0.894,-1.16,1.24,11.4,walking
3.22,147.0,400.0,258.0,142.7,0.848,0.096,0.581,68.9,8.36,79.09,walking
3.695,62.7,400.0,236.0,158.6,0.751,0.267,0.651,-11.98,10.62,-16.53,walking
4.036,71.7,400.0,245.1,142.9,0.705,-0.141,1.24,98.44,2.3,-6.29,walking
4.73,102.2,400.0,248.1,118.1,0.714,0.213,0.562,-30.49,1.07,-49.93,walking
5.353,66.5,400.0,328.8,87.9,0.796,0.144,0.568,-12.02,5.37,4.81,walking
5.992,64.7,400.0,400.0,88.6,0.669,0.138,0.978,12.58,-0.7,13.12,walking
6.694,137.7,400.0,256.2,143.9,0.761,0.082,0.562,25.22,21.24,60.83,walking
7.575,66.3,400.0,232.7,159.2,0.534,0.241,1.244,-3.69,-19.56,15.19,walking
7.576,73.2,400.0,242.9,151.1,0.547,0.046,2.0,-141.79,-7.18,12.87,walking
7.941,84.3,400.0,400.0,116.8,0.782,0.095,0.599,-53.61,17.74,-39.0,walking
8.66,123.2,400.0,400.0,86.8,0.744,0.022,0.656,-83.24,5.2,-56.13,walking
9.269,67.9,400.0,400.0,80.9,0.671,0.062,0.582,15.67,12.38,8.26,walking
9.617,79.9,400.0,285.2,121.4,0.704,-0.145,0.689,10.38,22.1,45.76,walking
10.319,121.3,400.0,240.9,158.3,0.66,0.104,0.5,-0.32,19.21,57.95,walking
10.906,62.6,400.0,218.6,174.4,0.833,0.044,0.464,4.77,0.48,2.63,walking
11.498,65.6,400.0,215.6,178.9,0.685,0.007,0.42,35.31,0.6,7.08,walking
12.112,63.3,400.0,255.8,172.6,0.674,-2.0,2.0,-132.79,1.36,24.22,walking
12.81,142.8,400.0,257.2,124.7,0.706,0.039,0.583,-42.41,14.32,-57.14,walking
13.5,66.6,208.7,400.0,96.7,0.823,-0.104,0.649,-6.81,-3.53,-1.05,walking
14.174,64.4,192.6,291.6,109.3,0.779,-0.197,0.749,8.05,14.26,22.49,walking
14.615,106.6,400.0,236.5,159.4,0.802,-0.01,0.589,39.75,-11.51,53.87,walking
15.205,62.0,400.0,235.3,160.2,0.666,0.066,0.743,-50.36,2.95,15.84,walking
15.796,62.6,400.0,244.2,142.3,0.573,0.016,0.769,-17.24,28.5,-12.73,walking
16.555,131.7,142.5,400.0,400.0,0.788,-0.24,0.549,-37.31,1.69,-78.49,walking
17.117,66.3,117.4,400.0,87.6,0.665,0.003,0.589,-7.44,11.51,-23.98,walking
17.745,69.7,111.6,400.0,101.9,0.726,-0.211,0.716,40.37,18.51,29.52,walking
18.448,146.3,400.0,255.7,158.4,0.78,-0.058,0.534,27.75,-11.47,68.55,walking
19.065,66.4,400.0,363.2,169.0,0.68,0.138,0.901,-24.17,4.92,0.21,walking
19.408,71.3,400.0,256.8,151.7,0.694,0.088,0.667,-26.19,20.54,-27.59,walking
20.124,107.9,400.0,315.9,130.3,0.785,-0.03,0.599,-31.87,9.43,-60.46,walking
20.739,66.8,400.0,400.0,111.2,0.726,0.105,0.659,5.69,8.71,-18.68,walking
21.359,65.1,400.0,400.0,142.3,0.731,-0.186,0.735,38.25,11.43,27.73,walking
22.115,113.8,400.0,270.8,400.0,0.862,-0.063,0.549,51.53,5.19,79.92,walking
22.777,67.5,400.0,400.0,400.0,0.711,-0.041,0.667,1.78,11.51,-12.37,walking
23.469,110.6,400.0,285.3,60.0,0.668,0.031,0.705,-19.4,25.63,-34.6,walking
24.206,109.1,400.0,400.0,191.9,0.787,-0.181,0.496,-51.1,-22.2,-46.98,walking
25.214,64.8,108.0,400.0,159.5,0.688,-0.502,1.158,38.87,-0.08,12.24,walking
25.215,110.2,400.0,400.0,319.4,0.796,-0.136,0.625,38.98,4.66,63.86,walking
25.605,103.3,400.0,309.4,341.2,0.751,0.043,0.487,15.62,-21.92,60.4,walking
26.226,63.5,400.0,315.6,259.9,0.856,-0.001,0.67,-23.96,5.86,-7.92,walking
26.875,69.8,400.0,400.0,302.2,0.718,-0.048,0.638,-32.21,28.09,-24.23,walking
27.648,109.8,400.0,400.0,400.0,0.822,-0.076,0.605,-19.4,-5.65,-50.46,walking
28.061,81.3,400.0,400.0,400.0,0.708,-0.034,0.428,0.32,-9.69,-10.86,walking
28.474,73.8,400.0,400.0,400.0,0.711,-0.235,0.693,14.87,12.31,34.59,walking
29.24,122.1,400.0,400.0,328.7,0.886,-0.115,0.561,66.46,-3.01,94.62,walking
29.903,67.5,400.0,400.0,400.0,0.64,0.864,2.0,60.15,4.07,10.39,walking
30.556,68.2,400.0,373.5,400.0,0.649,0.064,0.808,-13.31,12.55,-4.6,walking
31.308,155.7,400.0,400.0,270.2,0.772,-0.057,0.644,-25.87,-0.88,-74.6,walking
31.962,66.9,400.0,400.0,241.6,0.717,-0.056,0.623,-18.98,0.64,10.23,walking
32.358,75.0,400.0,400.0,287.7,0.71,-0.276,0.676,29.52,14.55,41.81,walking
33.119,137.1,400.0,400.0,330.1,0.711,-0.073,0.632,17.75,0.37,64.47,walking
33.764,65.6,88.8,400.0,400.0,0.858,-0.194,0.487,34.27,8.6,-2.24,walking
34.164,93.5,400.0,400.0,315.0,0.743,0.1,0.699,-9.23,22.17,-23.86,walking
34.866,204.0,400.0,121.4,278.8,0.699,0.09,0.598,-19.99,9.44,-62.76,walking
35.627,127.3,400.0,221.0,400.0,0.795,-0.037,0.616,-18.14,-31.87,-34.85,walking
36.253,70.8,64.0,400.0,400.0,0.72,-0.84,1.022,66.63,9.15,-0.5,walking
36.96,154.2,400.0,125.2,297.3,0.712,0.025,0.603,56.24,33.63,89.31,walking
37.568,110.1,75.1,400.0,400.0,0.901,0.201,0.605,16.47,-17.62,33.13,walking
38.125,77.9,99.9,92.7,400.0,0.87,0.189,0.436,-75.15,18.75,2.29,walking
38.825,212.1,400.0,129.2,269.7,0.643,0.09,0.701,-36.21,10.54,-73.18,walking
39.395,71.3,97.3,176.4,400.0,0.676,-0.522,2.0,-149.05,15.07,-1.18,walking
40.02,73.4,165.8,400.0,400.0,-1.169,-0.993,-0.027,34.05,-20.69,-16.75,walking
40.464,126.6,400.0,122.5,300.4,0.737,-0.051,0.558,62.47,8.69,80.43,walking
41.165,146.1,144.0,86.4,400.0,0.82,0.098,0.534,36.5,-11.72,56.32,walking
41.719,109.7,91.6,91.0,400.0,0.812,-0.04,0.476,-17.37,-21.78,3.04,walking
42.16,116.3,400.0,101.7,301.2,0.699,0.181,0.67,-45.82,16.98,-39.64,walking
42.86,183.4,400.0,147.3,252.4,0.739,-0.01,0.617,-32.84,3.62,-76.3,walking
43.523,69.2,400.0,400.0,400.0,0.698,0.147,0.686,-46.82,3.8,4.42,walking
44.269,68.9,367.2,400.0,251.1,0.748,-0.203,0.782,19.8,18.16,20.79,walking
44.985,212.9,400.0,92.1,400.0,0.847,0.164,0.588,45.68,1.6,68.82,walking
45.568,103.0,142.8,92.0,238.1,0.731,0.112,0.574,-5.87,7.22,-25.75,walking
46.009,107.2,400.0,111.0,289.4,0.745,0.142,0.663,-14.49,19.33,-32.15,walking
46.712,176.6,400.0,160.6,243.3,0.744,-0.082,0.618,-40.18,5.96,-72.11,walking
47.452,68.4,310.0,400.0,75.9,0.76,0.084,0.766,-31.18,5.92,-6.84,walking
48.211,76.2,309.4,400.0,400.0,0.759,-0.307,0.583,47.37,0.22,63.44,walking
48.61,113.9,400.0,86.8,67.8,0.799,-0.016,0.522,49.18,-23.21,44.91,walking
49.205,71.8,400.0,92.1,325.4,0.767,-0.02,0.63,1.59,11.27,-11.21,walking
49.81,86.2,400.0,104.7,304.2,0.674,-0.046,0.741,3.64,23.07,-7.26,walking
50.138,133.0,165.2,157.5,400.0,0.721,-0.23,0.586,-41.17,3.94,-74.67,walking
50.905,97.8,271.0,400.0,400.0,0.786,-0.15,0.712,-10.77,-10.22,-32.23,walking
51.656,71.5,263.5,400.0,400.0,0.735,-0.078,0.112,-30.57,12.0,9.48,walking
52.004,120.4,400.0,99.8,324.3,0.77,-0.068,0.615,39.8,3.95,79.16,walking
52.7,161.9,137.7,74.4,347.5,0.775,0.003,0.505,48.41,-31.48,54.18,walking
53.248,76.8,75.2,81.6,400.0,0.611,0.15,0.369,-97.56,3.8,2.72,walking
53.759,76.9,75.8,73.7,175.5,0.828,-0.098,0.549,-41.69,0.4,-17.85,walking
54.345,113.3,400.0,98.4,108.5,0.873,0.231,0.473,-58.85,26.21,-80.89,walking
54.91,167.3,87.7,160.4,400.0,0.696,0.034,0.65,0.23,-12.98,-43.49,walking
55.459,77.2,84.1,161.2,108.7,0.736,0.206,0.632,8.43,3.42,0.48,walking
55.999,83.2,79.2,174.0,167.5,0.671,0.105,0.441,8.44,-12.28,-12.42,walking
56.542,91.8,77.9,144.4,79.0,0.723,-0.007,0.703,31.47,31.35,43.19,walking
57.21,167.4,400.0,82.8,136.6,0.775,0.264,0.564,48.66,16.83,63.05,walking
57.717,85.6,69.7,70.5,157.8,0.733,0.322,0.655,4.26,7.61,-10.96,walking
58.225,68.7,100.6,75.8,140.0,0.756,0.247,0.441,-18.6,13.08,-1.63,walking
58.893,193.8,400.0,116.1,100.1,0.677,0.286,0.553,-35.55,-11.21,-66.09,walking
59.446,94.2,87.9,400.0,63.3,0.781,0.079,0.566,-43.05,-28.96,-20.17,walking
60.004,88.1,87.5,400.0,89.3,0.687,0.15,0.463,-25.96,-22.99,-6.27,walking
60.515,98.4,85.5,144.9,98.2,0.736,0.093,0.664,13.83,32.74,49.64,walking
61.186,158.6,400.0,73.8,149.3,0.726,0.218,0.553,31.08,15.11,68.24,walking
61.726,69.1,52.6,59.2,400.0,0.158,2.0,2.0,68.33,39.04,44.79,walking
62.266,73.5,55.6,55.6,400.0,0.873,0.156,-0.914,17.4,1.6,6.68,walking
62.672,113.2,400.0,85.8,118.9,0.692,0.185,0.494,-22.36,20.69,-67.77,walking
63.34,191.0,400.0,137.5,71.4,0.745,-0.009,0.663,-49.07,-34.64,-74.78,walking
63.9,65.0,400.0,163.4,64.4,0.799,0.141,0.722,-3.42,9.17,5.04,walking
64.457,65.9,400.0,149.3,71.4,0.762,0.104,0.794,8.84,0.63,2.21,walking
65.127,149.2,400.0,103.7,118.1,0.706,0.066,0.556,39.11,19.85,56.34,walking
65.485,95.8,79.0,68.8,48.4,0.771,0.129,0.521,31.22,-11.48,46.91,walking
66.032,79.4,65.7,76.4,400.0,0.729,0.086,0.699,3.4,15.69,-4.98,walking
66.537,78.8,66.5,70.8,145.3,0.786,0.371,0.71,-55.17,38.83,-44.55,walking
67.205,260.3,400.0,125.7,81.5,0.664,-0.057,0.637,-6.36,-13.82,-66.7,walking
67.875,67.6,365.8,160.7,57.0,0.858,-0.092,1.251,-37.01,2.53,-0.53,walking
68.433,64.4,400.0,167.3,55.5,0.829,0.136,1.129,-0.89,10.25,9.26,walking
69.094,187.3,351.4,117.2,105.0,0.645,0.099,0.629,25.06,27.86,63.98,walking
69.498,119.2,107.4,79.5,400.0,0.802,0.211,0.597,17.92,-13.52,44.26,walking
70.006,99.5,94.3,87.5,133.6,0.704,0.104,0.556,29.89,9.06,-21.63,walking
70.564,73.8,400.0,90.5,122.5,0.694,0.288,0.721,-32.03,19.43,-12.99,walking
71.213,147.1,287.8,134.9,74.0,0.799,-0.018,0.599,-13.24,-9.65,-66.75,walking
71.863,69.6,274.7,152.0,56.7,0.863,0.286,0.64,-9.65,-1.54,-4.69,walking
72.377,66.7,128.1,155.2,60.8,0.762,-0.103,0.71,7.69,2.76,19.24,walking
73.024,114.2,245.8,110.7,111.5,0.798,0.003,0.617,57.95,18.25,70.56,walking
73.561,129.8,93.3,79.0,116.4,0.83,0.081,0.569,12.53,-25.81,28.83,walking
74.071,73.4,115.2,83.4,132.7,0.398,-1.344,2.0,-146.92,34.56,7.38,walking
74.716,97.6,260.0,99.1,109.6,0.729,0.072,0.684,-19.18,12.68,-33.52,walking
75.228,117.7,128.9,150.7,63.8,0.82,-0.027,0.494,-31.57,0.87,-53.33,walking
75.748,69.7,61.4,248.1,58.3,0.823,-0.169,0.792,2.9,9.44,0.01,walking
76.274,71.6,56.4,246.9,104.6,0.865,-0.093,0.884,53.78,0.02,6.67,walking
