timestamp_s,lidar_cm,front_cm,left_cm,right_cm,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,label
0.253,57.8,400.0,297.9,104.7,0.978,0.196,0.662,-38.76,8.66,-10.19,obstacle_avoid
0.955,86.5,400.0,320.2,84.6,0.778,0.199,0.442,13.21,1.85,-33.37,obstacle_avoid
1.274,69.0,57.7,400.0,84.8,-1.744,0.074,-1.005,-53.95,-10.91,-41.05,obstacle_avoid
1.991,66.8,318.0,400.0,117.7,0.777,-0.138,0.762,23.56,15.27,18.11,obstacle_avoid
2.716,89.3,400.0,271.5,221.5,0.816,0.094,0.542,22.29,-20.1,24.35,obstacle_avoid
3.466,60.0,373.4,301.3,400.0,0.75,0.129,1.705,-49.08,4.97,12.6,obstacle_avoid
3.857,56.4,400.0,298.9,400.0,0.822,-0.097,0.588,4.72,-2.48,0.03,obstacle_avoid
4.254,55.2,400.0,339.1,400.0,0.822,-0.021,0.532,-61.9,0.98,-2.96,obstacle_avoid
4.65,55.5,400.0,319.4,400.0,0.828,-0.107,0.58,-23.13,2.09,-1.93,obstacle_avoid
5.018,56.6,400.0,386.9,139.2,0.911,0.055,0.641,2.74,26.66,-28.66,obstacle_avoid
5.74,100.5,400.0,400.0,100.8,0.897,-0.001,0.533,-65.37,20.63,-95.37,obstacle_avoid
6.289,85.5,60.4,400.0,64.5,0.748,-0.07,0.639,-23.48,-31.59,-0.56,obstacle_avoid
6.808,63.6,40.8,262.7,66.2,0.729,0.119,0.487,-32.92,5.52,-37.43,obstacle_avoid
7.343,33.1,30.4,270.2,60.5,0.708,0.073,0.632,-34.03,1.7,1.53,obstacle_avoid
7.828,39.2,16.6,103.4,47.6,0.921,-0.107,0.587,15.97,-8.8,4.63,obstacle_avoid
8.336,6.8,9.3,274.1,23.3,0.755,0.254,0.532,-4.26,3.27,-3.88,obstacle_avoid
8.855,9.6,15.4,272.8,54.1,0.981,-1.276,-1.605,-24.05,39.26,-27.15,obstacle_avoid
9.366,38.7,24.8,261.1,40.1,0.585,0.129,0.597,40.91,7.26,8.43,obstacle_avoid
9.879,20.5,50.9,251.4,47.2,0.848,0.078,0.558,44.0,11.3,-2.6,obstacle_avoid
10.391,31.8,42.9,247.8,47.4,0.803,0.154,0.593,-9.84,5.18,-13.49,obstacle_avoid
10.901,34.1,17.4,241.9,56.1,1.013,-0.008,0.416,-47.95,-15.41,25.21,obstacle_avoid
11.41,42.3,59.6,234.5,36.0,1.332,0.35,0.596,-35.95,6.28,6.16,obstacle_avoid
11.914,58.2,43.5,233.8,36.4,0.482,0.018,0.557,-2.64,9.27,-7.56,obstacle_avoid
12.413,31.3,25.9,228.9,7.0,0.902,0.079,0.541,13.42,2.02,-4.55,obstacle_avoid
12.915,14.2,38.9,226.9,14.2,0.652,0.197,1.028,21.7,-2.96,-5.2,obstacle_avoid
13.416,18.9,33.6,224.8,15.8,0.905,1.32,0.065,73.25,-4.52,9.44,obstacle_avoid
14.128,75.3,42.0,400.0,26.7,0.595,0.479,0.208,-44.07,15.32,-6.93,obstacle_avoid
14.707,25.6,56.3,286.8,20.8,0.767,0.853,0.184,73.88,14.63,29.44,obstacle_avoid
15.419,61.7,400.0,400.0,49.7,0.989,0.223,0.633,-3.44,-2.61,6.49,obstacle_avoid
16.126,58.9,400.0,400.0,8.4,0.703,0.362,0.618,-31.57,-2.56,1.98,obstacle_avoid
16.82,61.4,56.5,400.0,41.1,0.686,0.316,0.798,-81.82,-12.7,-4.35,obstacle_avoid
17.444,64.0,125.7,171.8,45.0,0.703,0.277,0.55,-49.04,-1.13,-22.77,obstacle_avoid
18.446,59.3,30.0,173.3,36.6,1.062,0.976,0.999,65.86,-2.68,25.63,obstacle_avoid
18.448,62.5,77.3,175.0,32.0,0.773,0.216,0.398,-6.9,-16.95,-3.1,obstacle_avoid
19.085,58.6,144.7,170.0,37.3,0.962,-0.054,0.651,13.14,-2.95,23.54,obstacle_avoid
19.8,70.5,119.5,400.0,183.1,0.905,0.324,0.333,9.18,-1.79,60.18,obstacle_avoid
20.476,63.3,151.6,400.0,71.3,0.791,0.325,0.557,-23.11,-2.85,-37.87,obstacle_avoid
21.121,59.3,262.0,169.2,26.1,0.857,0.123,0.658,-18.59,-12.72,-35.82,obstacle_avoid
