timestamp_s,lidar_cm,front_cm,left_cm,right_cm,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,label
0.669,82.3,182.9,400.0,400.0,0.656,0.032,0.662,7.18,12.56,-27.18,right_turn
1.348,70.7,400.0,400.0,315.4,0.755,0.038,0.604,-31.76,-1.39,-4.27,right_turn
2.001,79.2,166.0,400.0,400.0,0.752,-0.14,0.65,-28.74,-26.08,-23.89,right_turn
2.612,90.2,217.8,237.0,57.1,0.662,-0.154,0.528,-26.2,3.15,-31.89,right_turn
3.27,66.0,200.7,400.0,400.0,0.784,-0.066,0.792,-31.76,20.66,-29.73,right_turn
3.935,64.6,233.6,400.0,400.0,0.752,-0.398,1.054,-57.91,4.1,6.57,right_turn
4.627,88.3,400.0,400.0,400.0,0.664,-0.19,0.486,-33.97,10.38,-48.69,right_turn
5.974,60.7,400.0,249.8,82.1,0.708,-0.238,0.521,0.92,25.28,-30.24,right_turn
5.975,51.9,400.0,400.0,400.0,0.886,-0.542,0.309,25.12,6.42,-3.66,right_turn
6.386,64.4,400.0,400.0,400.0,0.813,-2.0,2.0,-146.78,7.74,-14.44,right_turn
7.077,67.9,400.0,400.0,400.0,0.71,-0.009,0.581,24.11,1.77,-22.09,right_turn
7.489,72.6,400.0,400.0,400.0,0.599,0.336,0.432,-22.92,-1.08,7.24,right_turn
8.002,66.9,400.0,400.0,400.0,0.763,0.202,0.689,21.47,1.46,-5.59,right_turn
8.347,76.0,159.6,400.0,232.5,0.821,0.047,0.485,-25.4,-18.45,-38.4,right_turn
8.972,63.3,165.5,400.0,231.6,0.759,0.233,0.834,1.15,1.75,-4.47,right_turn
9.587,74.6,170.2,400.0,162.4,0.722,0.136,0.551,-30.43,-10.72,-39.49,right_turn
10.279,65.5,400.0,400.0,400.0,0.808,0.281,0.768,-5.9,8.03,-15.37,right_turn
10.949,110.0,400.0,232.5,400.0,0.685,0.059,0.657,-38.52,-20.27,-22.59,right_turn
11.582,65.3,169.4,242.1,400.0,0.828,0.169,0.732,-47.03,-5.19,4.5,right_turn
12.203,78.5,171.2,235.4,400.0,0.784,0.067,0.597,-19.51,-19.65,-19.98,right_turn
12.839,83.6,165.1,249.0,266.4,0.749,0.162,0.523,-11.09,2.16,-27.47,right_turn
13.518,67.1,312.5,400.0,245.7,0.683,0.151,0.521,-7.69,0.58,9.45,right_turn
14.174,90.0,322.2,400.0,207.9,0.744,0.108,0.577,-15.47,-7.5,-36.68,right_turn
14.837,66.7,259.8,400.0,271.3,0.819,0.171,0.727,-27.32,8.3,-10.47,right_turn
15.468,85.3,192.6,260.3,400.0,0.698,-0.065,0.551,-15.16,-15.77,-37.03,right_turn
16.126,68.0,189.1,400.0,400.0,0.78,0.04,0.632,-27.18,13.23,-33.83,right_turn
17.45,75.1,225.1,400.0,400.0,0.867,-1.164,0.904,-135.29,0.71,-21.25,right_turn
17.451,88.4,400.0,259.6,274.1,0.764,0.027,0.575,-8.9,3.72,-54.3,right_turn
18.09,67.2,400.0,258.2,246.6,0.747,0.023,0.675,-45.26,0.53,2.41,right_turn
19.444,75.6,400.0,400.0,152.2,0.789,-0.081,0.636,-21.31,2.71,-43.37,right_turn
19.445,65.5,337.3,400.0,400.0,0.798,-0.055,0.68,-49.78,5.86,-14.22,right_turn
20.115,72.7,40.4,400.0,400.0,0.712,-0.262,0.478,-9.61,-12.21,-29.16,right_turn
20.734,62.2,147.4,400.0,400.0,0.86,-0.217,0.582,-44.92,25.45,-23.98,right_turn
21.109,66.9,173.6,400.0,400.0,0.719,-0.916,1.783,-195.39,10.37,12.52,right_turn
21.483,57.0,174.0,400.0,400.0,0.723,-0.792,0.52,-7.3,3.07,-7.4,right_turn
21.867,68.5,400.0,181.4,400.0,0.742,-0.305,0.548,12.08,26.57,-40.89,right_turn
22.539,81.6,54.4,400.0,400.0,0.761,-0.135,0.486,31.18,-19.13,-35.53,right_turn
22.928,64.6,400.0,217.6,400.0,0.779,0.004,0.592,6.15,-2.02,-1.7,right_turn
23.549,75.2,189.4,208.0,400.0,0.813,0.073,0.573,-14.74,15.24,-54.82,right_turn
24.17,73.7,151.3,242.6,400.0,0.764,0.022,0.618,-17.41,-22.13,-14.45,right_turn
24.794,62.5,167.5,256.8,400.0,0.855,0.326,0.574,-27.63,-9.0,-32.95,right_turn
25.451,71.2,49.4,400.0,299.8,0.854,0.0,0.584,-37.68,-21.34,-25.07,right_turn
26.122,62.3,400.0,400.0,275.0,0.834,0.259,0.566,-27.18,-1.15,-25.35,right_turn
26.715,67.7,151.0,234.8,255.6,0.786,-0.016,0.544,-35.3,-17.1,-12.88,right_turn
27.347,82.1,199.3,260.3,400.0,0.716,0.112,0.527,-30.86,-0.39,-31.32,right_turn
28.0,65.9,171.0,400.0,400.0,0.718,-0.66,0.689,-32.72,-4.47,-18.2,right_turn
28.664,71.7,224.6,400.0,400.0,0.796,0.084,0.555,-43.2,-7.52,-37.58,right_turn
29.356,62.4,400.0,400.0,400.0,0.784,0.061,0.609,-2.5,1.74,1.19,right_turn
