timestamp_s,lidar_cm,front_cm,left_cm,right_cm,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,label
0.023,35.5,400.0,55.0,92.4,1.042,0.056,0.141,-44.59,0.25,-0.89,step_down
0.571,38.6,400.0,55.4,91.6,1.037,-0.005,0.209,9.1,-0.89,-1.75,step_down
1.119,43.4,400.0,56.2,90.4,0.97,-0.124,0.291,-5.85,25.66,-1.57,step_down
1.633,65.8,189.8,56.2,92.5,1.204,0.934,0.6,73.81,-26.04,9.02,step_down
1.914,170.7,152.3,50.0,99.5,1.01,0.066,0.457,-27.54,-15.37,8.34,step_down
2.213,142.2,400.0,57.4,95.4,0.82,0.187,0.637,10.37,17.47,-19.82,step_down
2.742,194.3,36.1,60.6,91.6,0.895,0.001,0.427,1.57,-17.47,-11.64,step_down
3.4,213.0,400.0,56.5,99.8,0.899,0.078,0.402,12.76,1.47,10.73,step_down
4.057,176.8,400.0,58.2,98.4,0.833,0.242,0.397,48.02,-1.44,4.5,step_down
4.716,161.8,400.0,52.1,97.0,0.914,0.1,0.499,-7.35,-2.5,1.99,step_down
5.373,161.0,400.0,53.7,96.0,0.905,0.115,0.485,-8.55,-1.84,1.46,step_down
5.666,122.8,400.0,51.2,83.8,0.894,0.022,0.472,-12.88,-1.64,-0.71,step_down
5.962,112.0,400.0,50.6,96.7,0.885,0.043,0.551,17.4,-1.6,0.77,step_down
6.256,110.2,400.0,48.8,98.5,0.774,0.069,0.55,49.15,6.35,2.96,step_down
6.783,160.3,67.5,48.6,99.2,1.016,0.412,0.946,40.07,4.18,-2.45,step_down
7.077,124.1,400.0,48.8,99.3,0.801,-0.142,0.258,-1.82,-8.08,-4.71,step_down
7.622,111.8,400.0,46.1,102.8,0.822,0.022,0.647,-9.82,9.97,-0.8,step_down
8.277,179.6,400.0,44.2,102.8,0.8,0.039,0.574,6.65,14.37,-0.69,step_down
8.932,287.2,400.0,46.2,100.2,0.667,0.001,0.785,-0.34,8.66,-8.74,step_down
9.227,400.0,400.0,48.6,98.3,0.557,0.091,1.39,21.9,-1.69,3.78,step_down
9.883,371.1,400.0,50.8,97.7,0.619,0.201,0.801,2.69,0.11,0.27,step_down
10.538,389.3,400.0,51.7,100.5,0.763,0.118,0.681,-8.35,-12.6,-1.0,step_down
11.193,363.0,400.0,51.4,100.2,0.647,0.158,0.579,16.6,-4.03,-2.12,step_down
11.845,387.8,400.0,52.5,56.5,0.76,-0.017,0.646,-4.33,-0.99,2.62,step_down
12.143,399.7,400.0,57.0,100.1,0.765,-0.031,0.796,-9.56,-6.82,-4.21,step_down
12.439,400.0,400.0,52.9,90.2,0.762,-0.056,0.616,-8.05,0.63,-2.11,step_down
12.737,400.0,400.0,54.9,101.7,0.719,-0.015,0.683,4.93,24.45,-7.6,step_down
13.042,400.0,400.0,94.9,97.4,0.801,0.031,0.732,13.03,-0.08,-5.88,step_down
13.34,400.0,400.0,60.9,95.4,0.61,0.034,0.62,8.89,-1.81,-2.49,step_down
13.637,400.0,400.0,53.0,99.8,0.794,-0.037,0.544,16.44,-3.88,14.29,step_down
13.932,400.0,400.0,47.8,105.5,0.739,0.118,0.666,-2.15,-0.11,7.11,step_down
14.226,400.0,400.0,45.9,88.9,0.688,0.074,0.672,-1.96,-2.47,1.39,step_down
14.88,368.6,400.0,43.8,103.7,0.786,0.071,0.657,4.33,-0.85,3.83,step_down
15.535,334.7,400.0,44.5,101.8,0.819,0.086,0.706,4.96,1.74,-2.5,step_down
16.192,397.8,400.0,52.1,99.6,0.707,0.072,0.664,4.24,6.13,-0.21,step_down
16.85,396.4,400.0,54.4,99.2,0.721,0.055,0.708,4.82,-1.48,3.92,step_down
17.508,391.4,400.0,56.4,105.0,0.743,0.085,0.666,-6.63,4.16,-5.23,step_down
18.166,376.7,400.0,54.1,105.9,0.73,0.094,0.708,-6.84,5.35,4.01,step_down
18.825,390.0,400.0,55.2,106.7,0.665,0.042,0.756,1.35,2.08,-2.98,step_down
19.122,349.0,400.0,48.6,107.4,0.828,0.071,0.681,-3.89,-3.63,2.14,step_down
19.42,350.2,400.0,48.3,107.7,0.792,0.072,0.665,-0.48,7.03,-3.79,step_down
19.716,363.1,400.0,48.6,106.9,0.754,0.08,0.67,-10.04,1.02,-0.56,step_down
20.014,379.0,400.0,48.1,110.4,0.655,0.068,0.669,-1.29,9.04,-0.89,step_down
20.674,384.0,367.3,52.7,109.2,0.795,0.084,0.694,6.19,-11.18,-0.88,step_down
20.997,375.7,400.0,187.9,107.7,0.764,0.129,0.608,0.8,-2.69,2.21,step_down
21.307,362.0,400.0,120.0,105.2,0.748,0.089,0.63,-4.98,-2.28,0.24,step_down
21.85,347.6,400.0,52.0,72.8,0.76,0.119,0.659,2.55,0.11,4.98,step_down
22.146,371.5,400.0,50.7,104.6,0.688,0.07,0.715,-16.32,-1.15,-1.87,step_down
22.44,368.0,400.0,51.0,88.3,0.743,0.019,0.608,-4.22,-0.27,4.73,step_down
22.983,350.7,400.0,51.4,88.2,0.714,0.014,0.698,-32.31,7.87,-0.76,step_down
23.554,367.8,400.0,55.2,56.7,0.702,0.003,0.735,3.94,6.3,-6.85,step_down
24.212,380.6,387.2,52.6,103.7,0.54,0.073,0.676,3.77,0.97,-1.52,step_down
24.867,367.8,374.1,54.4,99.4,0.715,0.088,0.686,6.1,-19.66,6.4,step_down
25.519,310.4,369.3,50.1,100.5,0.821,0.146,0.642,-5.8,-7.84,3.94,step_down
26.171,236.2,367.2,49.5,99.8,0.874,0.073,0.585,-3.67,0.34,3.37,step_down
26.823,245.5,365.9,48.5,99.4,0.815,0.045,0.566,-2.94,3.27,-4.09,step_down
27.472,329.9,361.7,46.0,101.2,0.706,0.102,0.673,-13.11,3.01,-3.63,step_down
28.122,325.9,354.8,45.0,102.6,0.978,0.067,1.311,-9.88,1.49,0.28,step_down
28.771,332.8,349.8,45.6,103.5,0.79,0.083,0.526,-6.45,-7.79,0.92,step_down
29.288,298.4,229.8,47.4,105.0,0.789,0.096,0.504,-0.4,-13.63,2.42,step_down
30.4,251.6,342.8,47.9,109.1,0.75,0.109,0.677,-9.9,-5.85,2.2,step_down
30.401,217.0,338.2,231.3,110.5,0.802,0.06,0.561,4.14,-0.59,2.02,step_down
30.94,181.7,334.5,48.6,107.8,0.829,0.037,0.566,-0.84,1.14,-0.6,step_down
31.478,189.3,334.6,50.4,107.2,0.81,0.062,0.649,-32.9,4.85,-11.45,step_down
31.98,196.5,118.6,50.1,108.9,0.766,0.047,0.647,16.89,-6.64,7.1,step_down
32.499,180.4,149.1,111.5,108.0,0.851,0.055,0.487,9.79,1.89,1.82,step_down
33.156,333.5,334.5,112.8,73.5,0.744,0.05,0.6,-12.2,8.16,-5.67,step_down
33.806,337.0,327.6,58.9,108.2,0.804,0.058,0.792,19.95,12.0,1.51,step_down
34.301,328.0,54.8,53.9,108.8,0.863,0.493,1.771,-3.59,-5.02,13.72,step_down
34.947,316.4,311.2,55.8,106.6,0.805,0.061,0.58,-5.62,-12.05,8.63,step_down
35.592,248.6,307.1,52.5,102.9,0.765,0.025,0.524,-2.23,2.53,-1.76,step_down
36.11,201.1,244.2,50.7,103.9,0.843,0.1,0.661,4.64,-3.55,1.95,step_down
36.638,213.1,302.9,52.3,58.3,0.833,0.025,0.622,2.05,0.12,-3.13,step_down
37.289,306.9,295.7,118.6,104.1,0.698,0.054,0.442,-11.47,9.72,-5.63,step_down
37.927,301.0,288.4,50.8,102.1,0.732,0.191,0.656,-15.91,2.35,5.09,step_down
38.426,254.8,124.3,47.6,101.2,0.843,0.085,0.59,-5.15,-4.5,2.11,step_down
38.926,172.5,126.0,46.6,101.1,0.869,0.028,0.487,15.85,1.19,-2.5,step_down
39.43,140.9,158.1,44.6,102.5,0.855,0.084,0.619,-5.47,-2.65,-0.92,step_down
39.936,191.2,166.5,44.9,102.7,0.858,0.02,0.56,0.85,10.52,-3.23,step_down
40.434,283.2,117.0,44.7,102.5,0.741,0.059,0.585,-16.59,10.31,-8.6,step_down
40.93,276.2,114.8,47.1,102.7,0.744,0.055,0.78,-9.6,-0.98,-1.66,step_down
41.564,269.5,259.7,53.1,103.9,0.749,0.083,0.483,8.06,-5.0,1.62,step_down
42.197,268.3,250.9,52.4,105.7,0.7,0.111,0.656,-9.54,-1.0,1.91,step_down
42.692,263.0,103.1,51.5,105.8,0.767,0.091,0.576,3.63,-5.53,3.05,step_down
43.191,256.3,99.5,54.0,91.8,0.778,0.06,0.622,6.98,6.57,-3.25,step_down
43.826,254.2,244.2,56.0,109.3,0.82,0.033,0.692,2.53,5.05,1.54,step_down
44.46,250.1,240.3,56.4,108.2,0.652,0.003,0.548,-9.92,10.96,-4.98,step_down
44.966,243.1,136.9,56.7,115.2,0.71,0.008,0.653,66.02,-1.89,13.9,step_down
45.599,241.1,228.6,52.7,107.8,0.807,0.081,0.621,3.99,-7.09,-1.13,step_down
46.228,226.4,221.0,53.3,105.8,0.831,0.097,0.587,-0.27,-3.88,-1.41,step_down
46.856,219.1,218.9,65.8,104.3,0.803,0.112,0.674,-9.81,-1.2,2.57,step_down
47.374,193.2,217.7,52.3,103.5,0.828,0.112,0.575,-9.31,-0.18,3.08,step_down
48.001,224.9,215.4,56.7,105.1,0.787,0.067,0.737,21.8,14.6,2.0,step_down
48.517,221.4,207.4,61.1,105.1,0.745,0.09,0.669,-5.65,0.14,-0.11,step_down
49.019,203.9,124.8,52.8,99.4,0.818,0.047,0.373,3.5,-10.1,-2.75,step_down
49.531,196.5,193.4,51.1,98.9,0.819,0.089,0.546,-1.82,-2.75,3.35,step_down
50.041,194.2,187.9,48.7,98.9,0.765,0.069,0.71,-9.95,6.94,-9.4,step_down
51.058,178.4,184.6,47.4,99.4,0.822,0.157,0.634,7.44,1.58,3.85,step_down
51.059,199.7,183.6,47.6,99.3,0.814,0.094,0.577,-9.48,-1.6,0.6,step_down
51.568,193.3,179.4,46.6,104.0,0.812,0.018,0.762,5.56,19.22,5.95,step_down
52.074,190.5,174.5,43.6,107.0,0.808,0.043,0.647,14.1,-0.35,2.54,step_down
52.58,181.0,167.1,49.8,93.9,0.795,0.055,0.405,-13.85,-13.86,-15.26,step_down
53.085,180.6,164.7,49.6,93.1,0.836,0.143,0.609,-1.49,2.5,4.83,step_down
53.585,148.4,162.2,49.4,56.8,0.774,0.053,0.586,-18.52,-4.82,-7.69,step_down
54.07,140.7,77.0,49.2,65.3,2.0,-0.188,0.449,10.73,6.22,-23.2,step_down
