timestamp_s,lidar_cm,front_cm,left_cm,right_cm,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,label
0.202,70.1,194.3,400.0,400.0,0.691,0.218,0.671,3.84,1.1,0.92,obstacle_avoid
0.593,69.7,217.1,400.0,400.0,0.686,0.174,0.735,-8.69,-0.95,0.15,obstacle_avoid
1.193,69.5,84.6,204.0,365.4,0.556,0.063,1.03,-6.86,-7.85,-40.69,obstacle_avoid
1.793,67.9,68.3,215.8,400.0,0.604,-0.301,0.794,-12.47,3.4,-4.02,obstacle_avoid
2.349,64.3,58.0,274.3,183.9,0.664,0.393,0.827,13.85,11.27,26.62,obstacle_avoid
2.667,69.9,120.3,400.0,108.8,0.654,-0.134,1.026,44.95,16.73,44.51,obstacle_avoid
2.987,72.8,139.9,400.0,111.6,0.679,0.315,0.525,7.53,4.35,20.17,obstacle_avoid
3.675,74.1,126.9,400.0,76.8,0.661,0.306,0.639,-33.5,-1.31,-5.62,obstacle_avoid
3.676,71.6,106.4,210.8,100.1,0.718,0.331,0.602,-53.51,-15.34,-67.11,obstacle_avoid
3.979,69.6,27.6,162.2,400.0,1.079,0.868,-0.314,-94.84,-9.84,-47.39,obstacle_avoid
4.532,24.0,25.0,165.9,400.0,0.67,0.506,0.842,8.27,-0.87,2.9,obstacle_avoid
5.086,24.3,24.7,166.3,400.0,0.664,0.145,0.713,15.16,6.1,0.88,obstacle_avoid
5.638,19.4,19.5,160.7,400.0,0.731,-0.267,0.229,15.05,1.79,-0.82,obstacle_avoid
6.197,68.2,56.5,152.7,400.0,0.873,0.879,0.066,-85.57,-6.79,-15.37,obstacle_avoid
6.756,73.9,71.0,142.5,400.0,0.602,0.125,0.513,20.52,14.61,16.85,obstacle_avoid
7.352,67.9,11.0,400.0,400.0,0.467,-2.0,1.301,-157.29,0.9,-76.23,obstacle_avoid
7.88,13.0,212.1,159.3,58.4,0.718,0.733,-1.18,-42.44,-10.18,-66.07,obstacle_avoid
8.482,16.6,400.0,400.0,48.3,0.667,0.078,0.714,3.34,0.2,0.28,obstacle_avoid
9.039,15.4,400.0,161.2,48.8,0.664,0.117,0.708,0.2,0.72,0.11,obstacle_avoid
9.596,15.6,400.0,160.3,49.8,0.672,0.135,0.689,2.59,0.34,-0.67,obstacle_avoid
10.193,13.4,16.0,400.0,400.0,0.667,0.398,0.653,39.36,-0.45,0.15,obstacle_avoid
