timestamp_s,lidar_cm,front_cm,left_cm,right_cm,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,label
0.485,61.6,201.4,400.0,243.9,0.745,0.216,0.59,-11.02,0.08,-0.91,obstacle_avoid
0.859,79.5,188.8,400.0,306.5,0.627,0.141,0.388,-0.54,5.45,14.56,obstacle_avoid
1.218,62.3,195.6,345.9,293.4,0.758,0.195,0.708,-40.47,-0.12,-4.37,obstacle_avoid
1.573,63.8,179.7,331.9,297.1,0.59,0.419,0.505,44.28,11.23,-1.16,obstacle_avoid
2.163,85.3,144.0,400.0,214.7,0.78,0.212,0.406,-48.58,-3.82,-36.76,obstacle_avoid
2.775,63.6,187.8,400.0,139.6,0.796,0.212,0.664,-1.6,8.24,-10.85,obstacle_avoid
3.37,62.8,140.5,400.0,246.5,0.767,0.026,0.72,29.05,14.15,24.54,obstacle_avoid
3.962,67.6,61.9,400.0,313.4,-0.014,2.0,1.252,-62.42,7.85,7.02,obstacle_avoid
4.551,65.5,86.8,400.0,265.9,0.729,0.254,0.677,-36.59,5.82,-10.53,obstacle_avoid
5.144,62.3,64.2,400.0,312.2,0.768,-0.035,0.682,7.4,8.37,23.76,obstacle_avoid
5.744,52.6,54.0,400.0,313.6,0.834,0.275,0.67,-54.71,1.89,-19.79,obstacle_avoid
6.329,54.6,53.6,400.0,289.5,0.719,0.062,0.758,-26.55,-0.81,-15.6,obstacle_avoid
6.839,21.6,33.8,74.6,219.3,0.817,0.028,0.615,-28.24,-3.79,8.4,obstacle_avoid
7.389,22.0,53.2,70.0,307.6,0.562,0.088,0.588,22.86,10.44,22.98,obstacle_avoid
7.942,25.9,47.6,400.0,118.7,0.804,0.076,0.377,-2.92,-9.21,32.51,obstacle_avoid
8.476,15.0,15.9,400.0,34.3,0.889,1.883,1.685,84.47,0.05,8.7,obstacle_avoid
9.008,85.4,14.3,400.0,26.3,0.657,0.051,0.444,4.75,3.83,-5.29,obstacle_avoid
9.546,59.0,49.7,400.0,17.4,0.823,-0.103,0.541,-31.34,-7.95,0.25,obstacle_avoid
10.008,54.4,16.7,21.6,17.4,1.193,0.338,1.326,-20.79,1.24,17.53,obstacle_avoid
10.472,1.5,11.8,25.1,28.9,0.912,0.067,0.561,-25.98,-4.42,4.21,obstacle_avoid
10.939,13.4,16.7,29.0,36.7,0.798,0.192,0.598,-10.56,-4.42,-8.47,obstacle_avoid
11.513,91.7,29.5,33.9,4.8,0.801,0.066,0.609,-8.38,10.66,-3.58,obstacle_avoid
11.886,57.0,24.9,33.6,101.4,0.717,0.043,0.494,17.29,-10.71,9.85,obstacle_avoid
12.433,25.8,38.0,400.0,81.9,0.765,0.008,0.472,17.16,2.93,23.42,obstacle_avoid
12.975,23.7,35.6,400.0,42.7,0.797,0.141,0.536,26.57,7.59,24.95,obstacle_avoid
14.107,57.4,16.0,400.0,39.4,0.913,0.08,0.493,-51.38,-2.54,13.51,obstacle_avoid
14.108,59.9,12.2,400.0,41.2,0.826,0.074,0.629,12.2,-4.25,-4.63,obstacle_avoid
14.668,56.6,37.1,400.0,2.9,0.771,0.23,0.655,16.92,2.92,-2.09,obstacle_avoid
15.321,56.8,50.9,400.0,41.4,0.633,0.156,0.414,-17.51,7.36,0.89,obstacle_avoid
15.613,54.8,42.5,400.0,41.2,0.925,0.079,0.406,19.83,-0.54,-2.35,obstacle_avoid
15.905,53.3,39.5,400.0,39.5,0.68,0.193,0.518,-13.85,16.41,2.06,obstacle_avoid
16.193,44.3,35.5,400.0,37.4,0.914,0.103,0.515,6.45,-10.98,-3.35,obstacle_avoid
16.472,42.9,32.0,378.6,37.5,0.781,0.176,0.47,12.9,10.69,3.33,obstacle_avoid
16.76,39.1,31.6,400.0,37.3,0.894,0.084,0.539,33.05,-12.39,3.56,obstacle_avoid
17.323,54.1,34.0,400.0,9.0,0.792,0.108,0.45,2.37,8.12,8.09,obstacle_avoid
