timestamp_s,lidar_cm,front_cm,left_cm,right_cm,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,label
0.363,63.3,-1.0,-1.0,-1.0,0.752,0.035,0.605,27.37,23.41,17.11,right_turn
0.736,79.1,340.8,178.2,-1.0,0.74,0.246,0.461,35.2,1.69,36.5,right_turn
1.094,57.8,333.0,182.2,-1.0,0.667,0.445,0.789,-28.37,-1.76,18.55,right_turn
1.504,100.2,-1.0,-1.0,-1.0,0.691,0.233,0.462,-47.23,8.21,-53.31,right_turn
1.915,98.5,-1.0,-1.0,-1.0,0.817,0.118,0.624,-5.9,-41.55,-43.74,right_turn
2.325,58.7,-1.0,-1.0,-1.0,0.779,0.316,0.603,-8.47,3.24,23.21,right_turn
2.735,67.4,-1.0,-1.0,-1.0,0.794,0.23,0.618,-32.47,-10.25,-11.67,right_turn
3.13,76.3,-1.0,333.7,-1.0,0.747,0.21,0.615,-21.2,6.02,-32.2,right_turn
3.53,84.3,-1.0,368.3,-1.0,0.774,0.138,0.587,-33.91,-8.43,-38.82,right_turn
3.94,81.2,-1.0,413.7,-1.0,0.771,0.11,0.628,-41.56,-11.03,-40.87,right_turn
4.35,75.3,-1.0,-1.0,-1.0,0.775,0.003,0.736,1.12,3.02,-18.4,right_turn
4.76,81.0,-1.0,-1.0,-1.0,0.679,0.229,0.61,8.79,9.37,35.64,right_turn
5.124,66.5,-1.0,155.4,-1.0,1.248,-0.515,1.051,250.13,38.27,-39.72,right_turn
5.533,72.8,-1.0,-1.0,-1.0,0.751,0.282,0.574,-10.23,31.85,-43.02,right_turn
5.925,87.0,65.5,-1.0,-1.0,0.838,0.077,0.593,3.21,-33.47,-26.3,right_turn
6.329,67.8,280.3,-1.0,-1.0,0.745,0.09,0.683,16.98,25.3,21.66,right_turn
6.716,87.5,-1.0,246.6,171.6,0.714,0.269,0.525,24.33,4.46,31.48,right_turn
7.125,58.5,-1.0,-1.0,-1.0,0.673,0.46,0.667,-61.24,-138.78,20.61,right_turn
7.517,88.7,-1.0,-1.0,68.8,0.72,0.117,0.422,-12.85,9.5,-48.59,right_turn
7.897,61.6,212.3,-1.0,-1.0,0.921,0.415,0.644,250.13,154.14,-173.64,right_turn
8.27,82.0,182.5,-1.0,-1.0,0.682,0.123,0.508,47.31,36.38,37.75,right_turn
8.594,78.1,167.2,75.9,-1.0,0.881,0.354,0.598,11.96,-26.01,36.9,right_turn
8.997,63.9,256.8,-1.0,-1.0,0.735,0.25,0.741,-38.55,6.45,-26.85,right_turn
9.362,77.1,132.7,-1.0,-1.0,0.851,0.029,0.486,2.14,-18.98,-43.44,right_turn
9.723,63.7,115.6,-1.0,-1.0,0.924,-0.003,0.659,-0.45,15.57,26.81,right_turn
10.082,93.6,90.3,-1.0,-1.0,0.665,0.095,0.521,25.21,8.01,35.15,right_turn
10.379,73.5,85.1,79.5,-1.0,0.832,0.121,0.631,-11.19,-34.01,3.46,right_turn
10.697,76.3,80.2,97.6,-1.0,0.734,0.18,0.502,-38.31,22.32,-37.1,right_turn
11.052,86.0,76.7,-1.0,-1.0,0.853,0.009,0.564,-40.12,-3.39,-51.59,right_turn
11.388,83.2,213.1,118.1,-1.0,0.811,0.076,0.609,-49.75,1.41,-46.47,right_turn
11.715,90.9,-1.0,140.1,200.6,0.742,0.035,0.54,2.96,-10.0,-61.15,right_turn
12.074,60.1,-1.0,122.5,-1.0,0.853,-0.887,0.645,-127.06,-41.8,-46.95,right_turn
12.424,72.9,-1.0,76.9,-1.0,0.797,0.148,0.506,36.79,14.51,63.21,right_turn
12.772,66.2,-1.0,61.2,-1.0,0.811,0.291,0.728,-32.16,-13.29,-2.73,right_turn
13.091,73.8,-1.0,150.2,143.3,0.829,0.174,0.464,-31.94,33.98,-61.98,right_turn
13.452,76.8,345.1,-1.0,125.1,0.969,-0.078,0.494,-14.84,-23.56,-71.75,right_turn
13.849,59.3,-1.0,-1.0,146.5,0.884,-0.264,0.72,1.4,-5.92,22.21,right_turn
14.258,72.3,-1.0,-1.0,-1.0,0.766,0.127,0.546,17.77,-6.42,20.74,right_turn
14.668,67.9,-1.0,-1.0,-1.0,0.829,-0.024,0.443,23.31,3.08,9.44,right_turn
15.062,62.1,-1.0,-1.0,122.7,0.719,0.146,0.819,-14.66,22.94,-3.71,right_turn
15.412,91.9,286.3,-1.0,87.8,0.883,-0.059,0.421,-34.84,-31.86,-39.11,right_turn
