timestamp_s,lidar_cm,front_cm,left_cm,right_cm,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,label
0.257,85.9,400.0,178.7,88.8,0.661,-0.013,0.782,42.58,-5.79,2.25,step_down
0.673,89.8,400.0,182.3,89.1,0.703,0.009,0.701,34.51,0.95,2.53,step_down
0.999,90.7,400.0,241.1,75.1,0.667,0.112,0.752,-16.71,1.24,-15.76,step_down
1.539,102.7,84.9,182.4,57.3,0.638,0.074,0.877,-0.01,0.89,-47.73,step_down
2.123,68.0,64.8,400.0,97.9,0.517,-0.092,0.698,11.73,0.66,-5.5,step_down
2.37,84.8,65.8,118.9,64.5,0.786,-0.337,0.664,3.37,10.18,65.02,step_down
2.627,83.0,153.5,81.4,81.8,1.139,-1.394,-0.015,76.0,-2.34,82.16,step_down
2.94,111.3,400.0,169.4,86.1,0.738,0.379,0.783,34.21,-3.29,41.32,step_down
3.253,109.0,400.0,168.5,85.4,0.682,-0.061,0.742,16.98,-0.94,0.8,step_down
3.548,123.8,400.0,73.1,66.7,0.536,0.177,0.874,-20.78,2.16,-24.78,step_down
3.813,339.8,207.5,86.3,56.3,0.679,-0.56,0.604,-30.46,4.02,-37.43,step_down
4.055,245.6,70.3,107.8,51.7,0.637,-0.128,-0.106,-75.78,5.39,-50.6,step_down
4.361,136.2,55.9,400.0,107.7,0.38,-0.503,0.797,-9.98,5.63,-45.48,step_down
4.663,59.0,49.0,400.0,97.2,0.695,0.021,0.67,10.57,-0.44,-11.05,step_down
5.267,58.4,55.4,400.0,138.6,0.678,0.116,0.71,-3.98,-1.79,-6.04,step_down
5.268,59.4,50.1,400.0,69.0,0.705,-0.059,0.762,-5.49,6.5,14.15,step_down
5.512,84.7,74.7,104.7,55.7,0.707,2.0,1.443,50.87,8.22,49.79,step_down
6.074,304.0,230.4,76.0,56.3,0.859,0.009,0.477,-0.87,-32.4,75.63,step_down
6.075,387.1,400.0,78.2,69.6,0.703,0.118,0.738,-1.07,-1.29,-4.31,step_down
