timestamp_s,lidar_cm,front_cm,left_cm,right_cm,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,label
0.117,74.5,-1.0,-1.0,-1.0,0.812,-0.306,0.54,-18.82,-2.71,-2.43,left_turn
0.527,75.7,-1.0,-1.0,-1.0,0.818,-0.302,0.523,4.38,2.44,1.35,left_turn
0.937,78.3,-1.0,-1.0,-1.0,0.806,-0.282,0.539,-0.71,1.42,0.73,left_turn
1.347,75.6,-1.0,-1.0,-1.0,0.872,-0.433,0.247,-61.74,-18.66,-13.42,left_turn
1.757,67.7,-1.0,-1.0,-1.0,0.815,-0.255,0.565,-19.47,-9.4,-3.59,left_turn
2.167,79.2,-1.0,-1.0,-1.0,0.801,-0.246,0.563,0.73,25.94,-8.12,left_turn
2.52,114.3,-1.0,-1.0,66.4,0.798,-0.197,0.548,-29.5,7.02,-32.47,left_turn
2.873,68.9,-1.0,-1.0,65.8,0.7,-0.094,0.475,-16.61,-0.77,-6.19,left_turn
3.229,75.5,-1.0,-1.0,74.1,0.653,-0.156,0.348,7.36,46.91,-6.48,left_turn
3.639,98.6,-1.0,-1.0,-1.0,0.761,-0.369,0.474,40.34,7.98,37.02,left_turn
4.049,119.0,-1.0,-1.0,-1.0,0.771,-0.271,0.591,26.24,-18.44,30.94,left_turn
4.459,76.1,-1.0,-1.0,-1.0,0.68,-2.0,1.815,-250.14,-39.67,206.54,left_turn
4.818,86.8,-1.0,-1.0,98.4,0.787,-0.147,0.392,36.52,-2.36,-4.59,left_turn
5.174,66.9,-1.0,-1.0,78.8,0.782,-0.212,0.55,3.78,36.1,-17.98,left_turn
5.53,85.6,-1.0,-1.0,75.0,0.742,-0.312,0.419,-85.83,23.18,64.76,left_turn
5.854,70.5,-1.0,231.0,81.9,0.852,-0.274,0.491,-16.3,16.76,2.37,left_turn
6.174,74.9,-1.0,225.3,59.3,0.684,-0.467,0.358,250.13,62.32,174.37,left_turn
6.491,68.9,-1.0,218.5,65.4,0.783,-0.339,0.651,-18.17,0.08,1.18,left_turn
6.808,69.3,-1.0,205.3,74.4,0.711,-0.276,0.53,32.69,8.7,14.05,left_turn
7.128,68.8,-1.0,191.1,99.0,0.894,-0.344,0.474,24.53,-8.95,-3.05,left_turn
7.486,105.3,358.7,-1.0,105.7,0.675,-0.086,0.329,67.31,-11.07,34.02,left_turn
7.856,78.4,291.6,-1.0,139.6,0.703,-0.213,0.522,64.53,2.94,14.91,left_turn
8.26,82.3,282.7,-1.0,-1.0,0.733,-0.151,0.655,3.01,34.4,11.61,left_turn
8.653,84.0,-1.0,-1.0,96.5,1.999,-1.8,-0.305,-183.08,10.27,-0.28,left_turn
9.012,67.8,-1.0,-1.0,100.7,0.823,-0.242,0.631,12.8,-1.64,-4.63,left_turn
9.323,68.6,-1.0,148.9,100.7,0.72,-0.152,0.567,0.81,27.52,-3.72,left_turn
9.632,90.2,-1.0,150.8,87.4,0.732,-0.096,0.549,-5.27,2.46,-11.7,left_turn
9.942,73.0,-1.0,154.8,78.9,0.78,-0.056,0.573,-13.9,10.42,-12.32,left_turn
10.253,65.7,-1.0,155.0,78.7,0.762,0.0,0.803,-35.14,-22.63,2.75,left_turn
10.561,66.3,-1.0,152.4,83.3,0.746,-0.042,0.534,-7.09,10.94,9.48,left_turn
10.872,65.5,-1.0,149.8,95.1,0.72,-0.062,0.588,20.57,15.58,3.85,left_turn
11.182,96.7,-1.0,135.9,116.5,0.701,-0.135,0.651,12.04,12.83,26.61,left_turn
11.53,124.2,-1.0,120.2,134.0,0.732,-0.006,0.517,18.44,-5.29,38.12,left_turn
11.839,72.0,68.8,-1.0,131.3,0.694,0.379,0.743,16.62,-11.25,26.11,left_turn
12.169,76.4,204.1,-1.0,121.3,0.77,0.271,0.503,-21.36,-24.21,-19.56,left_turn
12.444,67.7,199.9,127.3,97.4,0.678,-0.013,0.567,-9.02,15.63,-29.06,left_turn
12.722,60.9,199.2,129.2,110.2,0.896,1.029,0.659,-250.14,-49.35,45.8,left_turn
13.001,60.2,199.9,138.2,98.9,0.699,0.189,0.699,-39.56,-11.65,-33.73,left_turn
13.269,62.5,199.6,92.3,93.2,0.757,0.257,0.737,-27.63,-5.72,-3.73,left_turn
